DOMNAME,AS4LOCAL,AS4VERS,VALPOS,DDLANGUAGE,VALUE,DDTEXT
STEUS,A,0000,359,D,,
STEUS,A,0000,360,D,,
TXJCD,A,0000,361,D,,
TXJCD,A,0000,362,D,,
TXJCD,A,0000,363,D,,
TXTSP,A,0000,364,D,,
VERTL,A,0000,365,D,,
VERTL,A,0000,366,D,,
VGWTS,A,0000,367,D,,
VGWTS,A,0000,368,D,,
VPLTY,A,0000,369,D,,
VPLTY,A,0000,370,D,,
WAERS,A,0000,371,D,,
WAERS,A,0000,372,D,,
WERKI,A,0000,373,D,,
WERKI,A,0000,374,D,,
WERKS,A,0000,375,D,,
WERKS,A,0000,376,D,,
ZERMA,A,0000,377,D,,
ZERMA,A,0000,378,D,,
ZERMA,A,0000,379,D,,
MANDT,A,0000,1,D,,
CO_AUFPL,A,0000,2,D,,
CO_APLZL,A,0000,3,D,,
VORME,A,0000,4,D,,
CP_UMREN,A,0000,5,D,,
CP_UMREZ,A,0000,6,D,,
BMSCH,A,0000,7,D,,
DZMERH,A,0000,8,D,,
DZEIER,A,0000,9,D,,
VGWRTEH,A,0000,10,D,,
VGWRT,A,0000,11,D,,
VGWRTEH,A,0000,12,D,,
VGWRT,A,0000,13,D,,
VGWRTEH,A,0000,14,D,,
VGWRT,A,0000,15,D,,
VGWRTEH,A,0000,16,D,,
VGWRT,A,0000,17,D,,
VGWRTEH,A,0000,18,D,,
VGWRT,A,0000,19,D,,
VGWRTEH,A,0000,20,D,,
VGWRT,A,0000,21,D,,
DZEIMU,A,0000,22,D,,
DZMINU,A,0000,23,D,,
MINWEI,A,0000,24,D,,
DZEIMB,A,0000,25,D,,
DZMINB,A,0000,26,D,,
DZEILM,A,0000,27,D,,
DZLMAX,A,0000,28,D,,
DZEILP,A,0000,29,D,,
DZLPRO,A,0000,30,D,,
DZEIWN,A,0000,31,D,,
DZWNOR,A,0000,32,D,,
DZEIWM,A,0000,33,D,,
DZWMIN,A,0000,34,D,,
DZEITN,A,0000,35,D,,
DZTNOR,A,0000,36,D,,
DZEITM,A,0000,37,D,,
DZTMIN,A,0000,38,D,,
PLIFZ,A,0000,39,D,,
DAUNOR,A,0000,40,D,,
DAUNORE,A,0000,41,D,,
DAUMIN,A,0000,42,D,,
DAUMINE,A,0000,43,D,,
EINSCHRA,A,0000,44,D,,
Value,A,0000,45,D,,
EINSCHRE,A,0000,46,D,,
Value,A,0000,47,D,,
ARBEIT,A,0000,48,D,,
ARBEITE,A,0000,49,D,,
MGVRG,A,0000,50,D,,
ASVRG,A,0000,51,D,,
LMNGA,A,0000,52,D,,
XMNGA,A,0000,53,D,,
GMNGA,A,0000,54,D,,
CO_RUMNG,A,0000,55,D,,
CO_RUMNG,A,0000,56,D,,
CO_RUMNG,A,0000,57,D,,
CO_RUMNG,A,0000,58,D,,
CO_RUMNG,A,0000,59,D,,
CO_RUMNG,A,0000,60,D,,
CO_ISMNW,A,0000,61,D,,
FSAVD,A,0000,62,D,,
FSAVZ,A,0000,63,D,,
FSSBD,A,0000,64,D,,
FSSBZ,A,0000,65,D,,
FSSAD,A,0000,66,D,,
FSSAZ,A,0000,67,D,,
FSEDD,A,0000,68,D,,
FSEDZ,A,0000,69,D,,
FSSLD,A,0000,70,D,,
FSSLZ,A,0000,71,D,,
FSELD,A,0000,72,D,,
FSELZ,A,0000,73,D,,
SSAVD,A,0000,74,D,,
SSAVZ,A,0000,75,D,,
SSSBD,A,0000,76,D,,
SSSBZ,A,0000,77,D,,
SSSAD,A,0000,78,D,,
SSSAZ,A,0000,79,D,,
SSEDD,A,0000,80,D,,
SSEDZ,A,0000,81,D,,
SSSLD,A,0000,82,D,,
SSSLZ,A,0000,83,D,,
SSELD,A,0000,84,D,,
SSELZ,A,0000,85,D,,
ISAVD,A,0000,86,D,,
IEAVD,A,0000,87,D,,
ISDD,A,0000,88,D,,
ISDZ,A,0000,89,D,,
IERD,A,0000,90,D,,
IERZ,A,0000,91,D,,
ISBD,A,0000,92,D,,
ISBZ,A,0000,93,D,,
IEBD,A,0000,94,D,,
IEBZ,A,0000,95,D,,
ISAD,A,0000,96,D,,
ISAZ,A,0000,97,D,,
IEDD,A,0000,98,D,,
IEDZ,A,0000,99,D,,
CO_PEDD,A,0000,100,D,,
CO_PEDZ,A,0000,101,D,,
PUFFR_FREI,A,0000,102,D,,
PUFFR_GESM,A,0000,103,D,,
VORGABESTD,A,0000,104,D,,
VORGABESTZ,A,0000,105,D,,
VORGABEEND2,A,0000,106,D,,
VORGABEENZ,A,0000,107,D,,
EWSTARTD,A,0000,108,D,,
EWSTARTZ,A,0000,109,D,,
EWENDED,A,0000,110,D,,
EWENDEZ,A,0000,111,D,,
EWDAN,A,0000,112,D,,
EWDNE,A,0000,113,D,,
EWDAM,A,0000,114,D,,
EWDME,A,0000,115,D,,
PS_RESTE,A,0000,116,D,,
Value,A,0000,117,D,,
PS_RESTA,A,0000,118,D,,
Value,A,0000,119,D,,
WARTEZEIT,A,0000,120,D,,
WTRZE,A,0000,121,D,,
RUEST,A,0000,122,D,,
RSTZE,A,0000,123,D,,
BEARZEIT,A,0000,124,D,,
BEAZE,A,0000,125,D,,
ABRUE,A,0000,126,D,,
ARUZE,A,0000,127,D,,
LIEGEZEIT,A,0000,128,D,,
LIGZE,A,0000,129,D,,
TRANSZEIT,A,0000,130,D,,
TRAZE,A,0000,131,D,,
ISERH,A,0000,132,D,,
CO_SCHAETZ,A,0000,133,D,,
CO_SCHAETZ,A,0000,134,D,,
CO_SCHAETZ,A,0000,135,D,,
CO_SCHAETZ,A,0000,136,D,,
CO_SCHAETZ,A,0000,137,D,,
CO_SCHAETZ,A,0000,138,D,,
OFMNW,A,0000,139,D,,
CP_OBZOFFB,A,0000,140,D,,
CP_OEHOFFB,A,0000,141,D,,
CP_OOFFSTB,A,0000,142,D,,
CP_OOFFSTE,A,0000,143,D,,
CP_OBZOFFE,A,0000,144,D,,
CP_OEHOFFE,A,0000,145,D,,
FPAVD,A,0000,146,D,,
FPAVZ,A,0000,147,D,,
FPEDD,A,0000,148,D,,
FPEDZ,A,0000,149,D,,
SPAVD,A,0000,150,D,,
SPAVZ,A,0000,151,D,,
SPEDD,A,0000,152,D,,
SPEDZ,A,0000,153,D,,
BEAZEP,A,0000,154,D,,
PPUFF_GESM,A,0000,155,D,,
PPUFF_FREI,A,0000,156,D,,
PBEARZEIT,A,0000,157,D,,
EPANF,A,0000,158,D,,
EPANZ,A,0000,159,D,,
EPEND,A,0000,160,D,,
EPENZ,A,0000,161,D,,
PDAU,A,0000,162,D,,
PDAE,A,0000,163,D,,
KNOTE,A,0000,164,D,,
VSTZW,A,0000,165,D,,
VSTGA,A,0000,166,D,,
QRASTZEHT,A,0000,167,D,,
QRASTZFAK,A,0000,168,D,,
QRASTMENG,A,0000,169,D,,
QRASTEREH,A,0000,170,D,,
AFAKT,A,0000,171,D,,
RMNGA,A,0000,172,D,,
CO_ISMNGEH,A,0000,173,D,,
CO_ISMNGEH,A,0000,174,D,,
CO_ISMNGEH,A,0000,175,D,,
CO_ISMNGEH,A,0000,176,D,,
CO_ISMNGEH,A,0000,177,D,,
CO_ISMNGEH,A,0000,178,D,,
RWFAK,A,0000,179,D,,
CO_IPRZS,A,0000,180,D,,
RU_IPRZE,A,0000,181,D,,
RU_IPRZK,A,0000,182,D,,
Value,A,0000,183,D,,
LD_TAKT,A,0000,184,D,,
OPRZ1,A,0000,185,D,,
OPRE1,A,0000,186,D,,
PSPM_INDICATOR,A,0000,187,D,,
Field,A,0000,188,D,,
APLZL,A,0000,189,D,,
APLZL,A,0000,190,D,,
APLZL,A,0000,191,D,,
ARBEH,A,0000,192,D,,
ARBEH,A,0000,193,D,,
BZOFFB,A,0000,194,D,,
BZOFFE,A,0000,195,D,,
DAUME,A,0000,196,D,,
DAUME,A,0000,197,D,,
DAUNE,A,0000,198,D,,
DAUNE,A,0000,199,D,,
EHOFFB,A,0000,200,D,,
EHOFFB,A,0000,201,D,,
EHOFFE,A,0000,202,D,,
EHOFFE,A,0000,203,D,,
EWDME,A,0000,204,D,,
EWDME,A,0000,205,D,,
EWDNE,A,0000,206,D,,
EWDNE,A,0000,207,D,,
KNOTE,A,0000,208,D,,
KNOTE,A,0000,209,D,,
MANDT,A,0000,210,D,,
MEINH,A,0000,211,D,,
MEINH,A,0000,212,D,,
PDAE,A,0000,213,D,,
PDAE,A,0000,214,D,,
VGE01,A,0000,215,D,,
VGE01,A,0000,216,D,,
VGE02,A,0000,217,D,,
VGE02,A,0000,218,D,,
VGE03,A,0000,219,D,,
VGE03,A,0000,220,D,,
VGE04,A,0000,221,D,,
VGE04,A,0000,222,D,,
VGE05,A,0000,223,D,,
VGE05,A,0000,224,D,,
VGE06,A,0000,225,D,,
VGE06,A,0000,226,D,,
VSTGA,A,0000,227,D,,
VSTGA,A,0000,228,D,,
VSTZW,A,0000,229,D,,
VSTZW,A,0000,230,D,,
ZEIER,A,0000,231,D,,
ZEIER,A,0000,232,D,,
ZEILM,A,0000,233,D,,
ZEILM,A,0000,234,D,,
ZEILP,A,0000,235,D,,
ZEILP,A,0000,236,D,,
ZEIMB,A,0000,237,D,,
ZEIMB,A,0000,238,D,,
ZEIMU,A,0000,239,D,,
ZEIMU,A,0000,240,D,,
ZEITM,A,0000,241,D,,
ZEITM,A,0000,242,D,,
ZEITN,A,0000,243,D,,
ZEITN,A,0000,244,D,,
ZEIWM,A,0000,245,D,,
ZEIWM,A,0000,246,D,,
ZEIWN,A,0000,247,D,,
ZEIWN,A,0000,248,D,,
SYMANDT,A,0000,1,D,,
AGR_NAME,A,0000,2,D,,
MENU_SPRAS,A,0000,3,D,,
MENU_NUM_5,A,0000,4,D,,
AGR_TITLE,A,0000,5,D,,
Field,A,0000,6,D,,
AGR_NAME,A,0000,7,D,,
AGR_NAME,A,0000,8,D,,
SPRAS,A,0000,9,D,,
SYMANDT,A,0000,1,D,,
AGR_NAME,A,0000,2,D,,
XUBNAME,A,0000,3,D,,
AGR_FDATE,A,0000,4,D,,
AGR_TDATE,A,0000,5,D,,
AGR_EXCL,A,0000,6,D,,
MENU_DATE,A,0000,7,D,,
MENU_TIME,A,0000,8,D,,
RSTIMESTMP,A,0000,9,D,,
AGR_ORG,A,0000,10,D,,
AGR_COL,A,0000,11,D,,
Value,A,0000,12,D,,
Field,A,0000,13,D,,
AGR_NAME,A,0000,14,D,,
AGR_NAME,A,0000,15,D,,
MANDT,A,0000,16,D,,
UNAME,A,0000,17,D,,
UNAME,A,0000,18,D,,
MANDT,A,0000,1,D,,
BUKRS,A,0000,2,D,,
ANLN1,A,0000,3,D,,
ANLN2,A,0000,4,D,,
GJAHR,A,0000,5,D,,
LNRAN,A,0000,6,D,,
AFABE_D,A,0000,7,D,,
DZUJHR,A,0000,8,D,,
DZUCOD,A,0000,9,D,,
PERAF,A,0000,10,D,,
Value,A,0000,11,D,,
BELNR_D,A,0000,12,D,,
BUZEI,A,0000,13,D,,
BZDAT,A,0000,14,D,,
BWASL,A,0000,15,D,,
XAFAR,A,0000,16,D,,
Value,A,0000,17,D,,
ANBTR,A,0000,18,D,,
NAFAB,A,0000,19,D,,
SAFAB,A,0000,20,D,,
DZINSB,A,0000,21,D,,
XANTW,A,0000,22,D,,
Value,A,0000,23,D,,
XAWBT,A,0000,24,D,,
Value,A,0000,25,D,,
LNSAN,A,0000,26,D,,
ANUPD,A,0000,27,D,,
Value,A,0000,28,D,,
AM_AUGLN,A,0000,29,D,,
Field,A,0000,30,D,,
AFABE,A,0000,31,D,,
AFABE,A,0000,32,D,,
AFABE,A,0000,33,D,,
AFABE,A,0000,34,D,,
AFABE,A,0000,35,D,,
ANLN1,A,0000,36,D,,
ANLN1,A,0000,37,D,,
ANLN1,A,0000,38,D,,
ANLN2,A,0000,39,D,,
ANLN2,A,0000,40,D,,
ANLN2,A,0000,41,D,,
ANLN2,A,0000,42,D,,
AUGLN,A,0000,43,D,,
AUGLN,A,0000,44,D,,
AUGLN,A,0000,45,D,,
AUGLN,A,0000,46,D,,
AUGLN,A,0000,47,D,,
AUGLN,A,0000,48,D,,
BUKRS,A,0000,49,D,,
BUKRS,A,0000,50,D,,
BWASL,A,0000,51,D,,
BWASL,A,0000,52,D,,
LNRAN,A,0000,53,D,,
LNRAN,A,0000,54,D,,
LNRAN,A,0000,55,D,,
LNRAN,A,0000,56,D,,
LNRAN,A,0000,57,D,,
LNRAN,A,0000,58,D,,
MANDT,A,0000,59,D,,
MANDT,A,0000,1,D,,
BUKRS,A,0000,2,D,,
ANLN1,A,0000,3,D,,
ANLN2,A,0000,4,D,,
ANLKL,A,0000,5,D,,
GEGST,A,0000,6,D,,
ANLAR,A,0000,7,D,,
ERNAM,A,0000,8,D,,
ERDAT,A,0000,9,D,,
AENAM,A,0000,10,D,,
AEDAT_ANLA,A,0000,11,D,,
XLOEV,A,0000,12,D,,
Value,A,0000,13,D,,
XSPEB_ANLA,A,0000,14,D,,
Value,A,0000,15,D,,
FELEI,A,0000,16,D,,
KTOGR,A,0000,17,D,,
OPVWA,A,0000,18,D,,
Value,A,0000,19,D,,
ANLTP,A,0000,20,D,,
Value,A,0000,21,D,,
DZUJAHR,A,0000,22,D,,
DZUPER,A,0000,23,D,,
DZUGDAT,A,0000,24,D,,
AKTIVD,A,0000,25,D,,
ABGDAT,A,0000,26,D,,
DEAKT,A,0000,27,D,,
GPLAB,A,0000,28,D,,
BSTDT,A,0000,29,D,,
ORD41,A,0000,30,D,,
ORD42,A,0000,31,D,,
ORD43,A,0000,32,D,,
ORD44,A,0000,33,D,,
ANLUE,A,0000,34,D,,
DZUAWA,A,0000,35,D,,
ANEQK,A,0000,36,D,,
Value,A,0000,37,D,,
ANEQS,A,0000,38,D,,
Value,A,0000,39,D,,
AM_LIFNR,A,0000,40,D,,
AM_LAND1,A,0000,41,D,,
LIEFE,A,0000,42,D,,
HERST,A,0000,43,D,,
EIGKZ,A,0000,44,D,,
AIBN1,A,0000,45,D,,
AIBN2,A,0000,46,D,,
AIBDT,A,0000,47,D,,
URJHR,A,0000,48,D,,
URWRT,A,0000,49,D,,
ANTEI,A,0000,50,D,,
PROJN,A,0000,51,D,,
AM_AUFNR,A,0000,52,D,,
MEINS,A,0000,53,D,,
AM_MENGE,A,0000,54,D,,
TYPBZ_ANLA,A,0000,55,D,,
IZWEK,A,0000,56,D,,
INKEN,A,0000,57,D,,
Value,A,0000,58,D,,
IVDAT_ANLA,A,0000,59,D,,
INVZU_ANLA,A,0000,60,D,,
VMGLI,A,0000,61,D,,
XVRMW,A,0000,62,D,,
Value,A,0000,63,D,,
WRTMA,A,0000,64,D,,
EHWRT,A,0000,65,D,,
AUFLA_ANLA,A,0000,66,D,,
EHWZU_ANLA,A,0000,67,D,,
EHWNR_ANLA,A,0000,68,D,,
GRUVO_ANLA,A,0000,69,D,,
GREIN_ANLA,A,0000,70,D,,
GRBND_ANLA,A,0000,71,D,,
GRBLT_ANLA,A,0000,72,D,,
GRLFD_ANLA,A,0000,73,D,,
FLURK_ANLA,A,0000,74,D,,
FLURN_ANLA,A,0000,75,D,,
FIAMT,A,0000,76,D,,
ORT01_ANLA,A,0000,77,D,,
GRUND,A,0000,78,D,,
FEINS,A,0000,79,D,,
GRUFL,A,0000,80,D,,
INVNR_ANLA,A,0000,81,D,,
RASSC,A,0000,82,D,,
SPRAS,A,0000,83,D,,
TXA50_ANLT,A,0000,84,D,,
TXA50_MORE,A,0000,85,D,,
XLTXID,A,0000,86,D,,
Value,A,0000,87,D,,
XVERID,A,0000,88,D,,
Value,A,0000,89,D,,
XTCHID,A,0000,90,D,,
Value,A,0000,91,D,,
XKALID,A,0000,92,D,,
Value,A,0000,93,D,,
XHERID,A,0000,94,D,,
Value,A,0000,95,D,,
XLEAID,A,0000,96,D,,
Value,A,0000,97,D,,
LEAFI,A,0000,98,D,,
LVDAT,A,0000,99,D,,
LKDAT,A,0000,100,D,,
LEABG,A,0000,101,D,,
LEJAR,A,0000,102,D,,
LEPER,A,0000,103,D,,
Value,A,0000,104,D,,
LRYTH,A,0000,105,D,,
Value,A,0000,106,D,,
LEGEB,A,0000,107,D,,
LBASW,A,0000,108,D,,
LKAUF,A,0000,109,D,,
LMZIN,A,0000,110,D,,
LZINS,A,0000,111,D,,
LTZBW,A,0000,112,D,,
LKUZA,A,0000,113,D,,
LKUZI,A,0000,114,D,,
LLAVB,A,0000,115,D,,
LEANZ,A,0000,116,D,,
LVTNR,A,0000,117,D,,
LETXT,A,0000,118,D,,
XAKTIV,A,0000,119,D,,
Value,A,0000,120,D,,
ANUPD,A,0000,121,D,,
Value,A,0000,122,D,,
LBLNR,A,0000,123,D,,
XV0DT,A,0000,124,D,,
XV0NM,A,0000,125,D,,
XV1DT,A,0000,126,D,,
XV1NM,A,0000,127,D,,
XV2DT,A,0000,128,D,,
XV2NM,A,0000,129,D,,
XV3DT,A,0000,130,D,,
XV3NM,A,0000,131,D,,
XV4DT,A,0000,132,D,,
XV4NM,A,0000,133,D,,
XV5DT,A,0000,134,D,,
XV5NM,A,0000,135,D,,
XV6DT,A,0000,136,D,,
XV6NM,A,0000,137,D,,
AIMMO,A,0000,138,D,,
Value,A,0000,139,D,,
J_OBJNR,A,0000,140,D,,
LEART,A,0000,141,D,,
LVORS,A,0000,142,D,,
Value,A,0000,143,D,,
GDLGRP,A,0000,144,D,,
AM_POSNR,A,0000,145,D,,
XERWRT,A,0000,146,D,,
Value,A,0000,147,D,,
XAFABCH,A,0000,148,D,,
Value,A,0000,149,D,,
XANLGR_1,A,0000,150,D,,
Value,A,0000,151,D,,
MCOA1,A,0000,152,D,,
IM_XINVM,A,0000,153,D,,
Value,A,0000,154,D,,
AM_SERNR,A,0000,155,D,,
AM_UMWKZ,A,0000,156,D,,
AM_LRVDAT,A,0000,157,D,,
AAPM_ACT_CHANGE_PM,A,0000,158,D,,
Value,A,0000,159,D,,
HAS_TDDP,A,0000,160,D,,
Value,A,0000,161,D,,
FAA_LAST_REORG,A,0000,162,D,,
Field,A,0000,163,D,,
ANLKL,A,0000,164,D,,
ANLKL,A,0000,165,D,,
ANLN1,A,0000,166,D,,
ANLN1,A,0000,167,D,,
ANLN1,A,0000,168,D,,
ANLUE,A,0000,169,D,,
ANLUE,A,0000,170,D,,
BUKRS,A,0000,171,D,,
BUKRS,A,0000,172,D,,
EIGKZ,A,0000,173,D,,
EIGKZ,A,0000,174,D,,
FEINS,A,0000,175,D,,
FEINS,A,0000,176,D,,
GDLGRP,A,0000,177,D,,
GDLGRP,A,0000,178,D,,
GRUND,A,0000,179,D,,
GRUND,A,0000,180,D,,
IZWEK,A,0000,181,D,,
IZWEK,A,0000,182,D,,
KTOGR,A,0000,183,D,,
KTOGR,A,0000,184,D,,
LAND1,A,0000,185,D,,
LAND1,A,0000,186,D,,
LEAFI,A,0000,187,D,,
LEAFI,A,0000,188,D,,
LEART,A,0000,189,D,,
LEART,A,0000,190,D,,
LIFNR,A,0000,191,D,,
LIFNR,A,0000,192,D,,
MEINS,A,0000,193,D,,
MEINS,A,0000,194,D,,
OBJNR,A,0000,195,D,,
OBJNR,A,0000,196,D,,
ORD41,A,0000,197,D,,
ORD41,A,0000,198,D,,
ORD42,A,0000,199,D,,
ORD42,A,0000,200,D,,
ORD43,A,0000,201,D,,
ORD43,A,0000,202,D,,
ORD44,A,0000,203,D,,
ORD44,A,0000,204,D,,
POSNR,A,0000,205,D,,
POSNR,A,0000,206,D,,
SPRAS,A,0000,207,D,,
UMWKZ,A,0000,208,D,,
UMWKZ,A,0000,209,D,,
VBUND,A,0000,210,D,,
VBUND,A,0000,211,D,,
VMGLI,A,0000,212,D,,
VMGLI,A,0000,213,D,,
ZUAWA,A,0000,214,D,,
MANDT,A,0000,1,D,,
AUFNR,A,0000,2,D,,
AUFART,A,0000,3,D,,
AUFTYP,A,0000,4,D,,
Value,A,0000,5,D,,
AUFREFNR,A,0000,6,D,,
AUFERFNAM,A,0000,7,D,,
AUFERFDAT,A,0000,8,D,,
AUFAENAM,A,0000,9,D,,
AUFAEDAT,A,0000,10,D,,
AUFTEXT,A,0000,11,D,,
AUFLTEXT,A,0000,12,D,,
Value,A,0000,13,D,,
BUKRS,A,0000,14,D,,
WERKS_D,A,0000,15,D,,
GSBER,A,0000,16,D,,
KOKRS,A,0000,17,D,,
CCKEY,A,0000,18,D,,
AUFKOSTV,A,0000,19,D,,
AUFSTORT,A,0000,20,D,,
AUFSOWRK,A,0000,21,D,,
AUFSTKZ,A,0000,22,D,,
Value,A,0000,23,D,,
AUFWAERS,A,0000,24,D,,
AUFASTNR,A,0000,25,D,,
AUFSTDAT,A,0000,26,D,,
AUFESTNR,A,0000,27,D,,
AUFPHAS0,A,0000,28,D,,
Value,A,0000,29,D,,
AUFPHAS1,A,0000,30,D,,
Value,A,0000,31,D,,
AUFPHAS2,A,0000,32,D,,
Value,A,0000,33,D,,
AUFPHAS3,A,0000,34,D,,
Value,A,0000,35,D,,
AUFPDAT1,A,0000,36,D,,
AUFPDAT2,A,0000,37,D,,
AUFPDAT3,A,0000,38,D,,
AUFIDAT1,A,0000,39,D,,
AUFIDAT2,A,0000,40,D,,
AUFIDAT3,A,0000,41,D,,
CCOBJID,A,0000,42,D,,
AUFSPSET,A,0000,43,D,,
AUFLOEKZ,A,0000,44,D,,
Value,A,0000,45,D,,
PLGKZ,A,0000,46,D,,
Value,A,0000,47,D,,
KVEWE,A,0000,48,D,,
KAPPL,A,0000,49,D,,
AUFKALSM,A,0000,50,D,,
AUFZSCHL,A,0000,51,D,,
AUFABKRS,A,0000,52,D,,
AUFKSTAR,A,0000,53,D,,
AUFKOSTL,A,0000,54,D,,
AUFSAKNR,A,0000,55,D,,
AUFSETNM,A,0000,56,D,,
ST_KOSTL,A,0000,57,D,,
SDATE,A,0000,58,D,,
AUFSEQNR,A,0000,59,D,,
AUFUSER0,A,0000,60,D,,
AUFUSER1,A,0000,61,D,,
AUFUSER2,A,0000,62,D,,
AUFUSER3,A,0000,63,D,,
AUFUSER4,A,0000,64,D,,
AUFUSER5,A,0000,65,D,,
AUFUSER6,A,0000,66,D,,
AUFUSER7,A,0000,67,D,,
AUFUSER8,A,0000,68,D,,
AUFUSER9,A,0000,69,D,,
Value,A,0000,70,D,,
J_OBJNR,A,0000,71,D,,
PRCTR,A,0000,72,D,,
PS_PSP_ELE,A,0000,73,D,,
AWSLS,A,0000,74,D,,
ABGR_SCHL,A,0000,75,D,,
TXJCD,A,0000,76,D,,
FKBER,A,0000,77,D,,
SCOPE_CV,A,0000,78,D,,
Value,A,0000,79,D,,
PLINT,A,0000,80,D,,
Value,A,0000,81,D,,
KDAUF,A,0000,82,D,,
KDPOS,A,0000,83,D,,
AUFEX,A,0000,84,D,,
IM_PROFIL,A,0000,85,D,,
LOGSYSTEM,A,0000,86,D,,
CO_MLTPS,A,0000,87,D,,
Value,A,0000,88,D,,
IM_ABUKRS,A,0000,89,D,,
PS_AKSTL,A,0000,90,D,,
IM_SIZECL,A,0000,91,D,,
IZWEK,A,0000,92,D,,
AM_UMWKZ,A,0000,93,D,,
CO_KSTEMPF,A,0000,94,D,,
Value,A,0000,95,D,,
PS_ZSCHM,A,0000,96,D,,
PKOSA_D,A,0000,97,D,,
AUFANFNR,A,0000,98,D,,
CKML_F_PROCNR,A,0000,99,D,,
CKML_PROZESS_TYP,A,0000,100,D,,
RSORD,A,0000,101,D,,
Value,A,0000,102,D,,
BEMOT,A,0000,103,D,,
AD_ADDRNUM,A,0000,104,D,,
CO_INS_TIME,A,0000,105,D,,
CO_CHG_TIME,A,0000,106,D,,
CK_KLVAR,A,0000,107,D,,
CK_KALNR,A,0000,108,D,,
VERAA_USER,A,0000,109,D,,
CHAR1,A,0000,110,D,,
JV_NAME,A,0000,111,D,,
JV_RECIND,A,0000,112,D,,
JV_ETYPE,A,0000,113,D,,
JV_OTYPE,A,0000,114,D,,
JV_JIBCL,A,0000,115,D,,
JV_JIBSA,A,0000,116,D,,
JV_OR_CO,A,0000,117,D,,
Value,A,0000,118,D,,
/CPD/PFP_TSTMP,A,0000,119,D,,
/CUM/INDCU,A,0000,120,D,,
Value,A,0000,121,D,,
/CUM/CMNUM,A,0000,122,D,,
/CUM/AUEST,A,0000,123,D,,
Value,A,0000,124,D,,
/CUM/DESNUM,A,0000,125,D,,
/MRSS/T_PLAN_STRUCT_ID,A,0000,126,D,,
/MRSS/T_MANAGER_TYPE,A,0000,127,D,,
Value,A,0000,128,D,,
/MRSS/T_ORDER_PROB,A,0000,129,D,,
/MRSS/T_ACTIVITY_TYPE,A,0000,130,D,,
Value,A,0000,131,D,,
/MRSS/T_INIT_DONE,A,0000,132,D,,
Value,A,0000,133,D,,
/MRSS/T_USCREENCTL_DATACHANGED,A,0000,134,D,,
Value,A,0000,135,D,,
VKORG,A,0000,136,D,,
/MRSS/T_NW_BOOKED,A,0000,137,D,,
Value,A,0000,138,D,,
GEWRK,A,0000,139,D,,
WERGW,A,0000,140,D,,
FE_IND,A,0000,141,D,,
ACTCMB_DELE,A,0000,142,D,,
OIH_HANTYP,A,0000,143,D,,
WTYSC_CLAIM_CONTROL,A,0000,144,D,,
WTYSC_UPDATE_NEEDED,A,0000,145,D,,
Value,A,0000,146,D,,
WTYSC_UPDATE_CONTROL,A,0000,147,D,,
Field,A,0000,148,D,,
ABGSL,A,0000,149,D,,
ABGSL,A,0000,150,D,,
ABKRS,A,0000,151,D,,
ABKRS,A,0000,152,D,,
ABKRS,A,0000,153,D,,
ABUKR,A,0000,154,D,,
ABUKR,A,0000,155,D,,
AKSTL,A,0000,156,D,,
AKSTL,A,0000,157,D,,
AKSTL,A,0000,158,D,,
ANFAUFNR,A,0000,159,D,,
ANFAUFNR,A,0000,160,D,,
AUART,A,0000,161,D,,
AUART,A,0000,162,D,,
AUFK_STATUS,A,0000,163,D,,
AUFK_STATUS,A,0000,164,D,,
AWSLS,A,0000,165,D,,
AWSLS,A,0000,166,D,,
AWSLS,A,0000,167,D,,
BEMOT,A,0000,168,D,,
BEMOT,A,0000,169,D,,
BUKRS,A,0000,170,D,,
BUKRS,A,0000,171,D,,
CLAIM_CONTROL,A,0000,172,D,,
CLAIM_CONTROL,A,0000,173,D,,
CYCLE,A,0000,174,D,,
CYCLE,A,0000,175,D,,
CYCLE,A,0000,176,D,,
ESTNR,A,0000,177,D,,
ESTNR,A,0000,178,D,,
ESTNR,A,0000,179,D,,
ETYPE,A,0000,180,D,,
ETYPE,A,0000,181,D,,
ETYPE,A,0000,182,D,,
ETYPE,A,0000,183,D,,
FERC_IND,A,0000,184,D,,
FERC_IND,A,0000,185,D,,
FUNC_AREA,A,0000,186,D,,
FUNC_AREA,A,0000,187,D,,
GSBER,A,0000,188,D,,
GSBER,A,0000,189,D,,
IVPRO,A,0000,190,D,,
IVPRO,A,0000,191,D,,
IZWEK,A,0000,192,D,,
IZWEK,A,0000,193,D,,
JV_JIBCL,A,0000,194,D,,
JV_JIBCL,A,0000,195,D,,
JV_JIBCL,A,0000,196,D,,
JV_JIBSA,A,0000,197,D,,
JV_JIBSA,A,0000,198,D,,
JV_JIBSA,A,0000,199,D,,
JV_JIBSA,A,0000,200,D,,
KALSM,A,0000,201,D,,
KALSM,A,0000,202,D,,
KALSM,A,0000,203,D,,
KALSM,A,0000,204,D,,
KAPPL,A,0000,205,D,,
KDAUF,A,0000,206,D,,
KDAUF,A,0000,207,D,,
KOKRS,A,0000,208,D,,
KOKRS,A,0000,209,D,,
KOSTL,A,0000,210,D,,
KOSTL,A,0000,211,D,,
KOSTL,A,0000,212,D,,
KOSTV,A,0000,213,D,,
KOSTV,A,0000,214,D,,
KOSTV,A,0000,215,D,,
KSTAR,A,0000,216,D,,
KSTAR,A,0000,217,D,,
