TABNAME,FIELDNAME,AS4LOCAL,AS4VERS,FORTABLE,FORKEY,CHECKTABLE,CHECKFIELD
AFVC,LEK04,A,0000,,,,LEK04
AFVC,Value,A,0000,,,Description,Value
AFVC,LEK05,A,0000,,,,LEK05
AFVC,Value,A,0000,,,Description,Value
AFVC,LEK06,A,0000,,,,LEK06
AFVC,Value,A,0000,,,Description,Value
AFVC,SELKZ,A,0000,,,TCK08,SELKZ
AFVC,KALID,A,0000,,,TFACD,KALID
AFVC,FRSP,A,0000,,,,FRSP
AFVC,Value,A,0000,,,Description,Value
AFVC,STDKN,A,0000,,,,STDKN
AFVC,ANLZU,A,0000,,,T357M,ANLZU
AFVC,ISTRU,A,0000,,,MARA,ISTRU
AFVC,ISTTY,A,0000,,,,ISTTY
AFVC,Value,A,0000,,,Description,Value
AFVC,ISTNR,A,0000,,,,ISTNR
AFVC,ISTKN,A,0000,,,,ISTKN
AFVC,ISTPO,A,0000,,,,ISTPO
AFVC,IUPOZ,A,0000,,,,IUPOZ
AFVC,EBORT,A,0000,,,,EBORT
AFVC,VERTL,A,0000,,,TC29,VERTL
AFVC,LEKNW,A,0000,,,,LEKNW
AFVC,Value,A,0000,,,Description,Value
AFVC,NPRIO,A,0000,,,TCN07,NPRIO
AFVC,PVZKN,A,0000,,,,PVZKN
AFVC,PHFLG,A,0000,,,,PHFLG
AFVC,Value,A,0000,,,Description,Value
AFVC,PHSEQ,A,0000,,,TC52,PHSEQ
AFVC,KNOBJ,A,0000,,,,KNOBJ
AFVC,ERFSICHT,A,0000,,,,ERFSICHT
AFVC,Value,A,0000,,,Description,Value
AFVC,QPPKTABS,A,0000,,,,QPPKTABS
AFVC,Value,A,0000,,,Description,Value
AFVC,OTYPE,A,0000,,,T778O,OTYPE
AFVC,OBJEKTID,A,0000,,,,OBJEKTID
AFVC,QLKAPAR,A,0000,,,TC26,QLKAPAR
AFVC,RSTUF,A,0000,,,,RSTUF
AFVC,Value,A,0000,,,Description,Value
AFVC,NPTXTKY,A,0000,,,,NPTXTKY
AFVC,SUBSYS,A,0000,,,,SUBSYS
AFVC,PSPNR,A,0000,,,,PSPNR
AFVC,PACKNO,A,0000,,,,PACKNO
AFVC,TXJCD,A,0000,,,TTXJ,TXJCD
AFVC,SCOPE,A,0000,,,,SCOPE
AFVC,Value,A,0000,,,Description,Value
AFVC,GSBER,A,0000,,,TGSB,GSBER
AFVC,PRCTR,A,0000,,,CEPC,PRCTR
AFVC,NO_DISP,A,0000,,,,NO_DISP
AFVC,Value,A,0000,,,Description,Value
AFVC,QKZPRZEIT,A,0000,,,,QKZPRZEIT
AFVC,Value,A,0000,,,Description,Value
AFVC,QKZZTMG1,A,0000,,,,QKZZTMG1
AFVC,Value,A,0000,,,Description,Value
AFVC,QKZPRMENG,A,0000,,,,QKZPRMENG
AFVC,Value,A,0000,,,Description,Value
AFVC,QKZPRFREI,A,0000,,,,QKZPRFREI
AFVC,Value,A,0000,,,Description,Value
AFVC,KZFEAT,A,0000,,,,KZFEAT
AFVC,Value,A,0000,,,Description,Value
AFVC,QKZTLSBEST,A,0000,,,,QKZTLSBEST
AFVC,Value,A,0000,,,Description,Value
AFVC,AENNR,A,0000,,,AENR,AENNR
AFVC,CUOBJ_ARB,A,0000,,,,CUOBJ_ARB
AFVC,EVGEW,A,0000,,,,EVGEW
AFVC,ARBII,A,0000,,,CRID,ARBII
AFVC,WERKI,A,0000,,,T001W,WERKI
AFVC,CY_SEQNRV,A,0000,,,,CY_SEQNRV
AFVC,KAPT_PUFFR,A,0000,,,,KAPT_PUFFR
AFVC,EBELN,A,0000,,,EKKO,EBELN
AFVC,EBELP,A,0000,,,EKPO,EBELP
AFVC,WEMPF,A,0000,,,,WEMPF
AFVC,ABLAD,A,0000,,,,ABLAD
AFVC,CLASF,A,0000,,,,CLASF
AFVC,Value,A,0000,,,Description,Value
AFVC,FRUNV,A,0000,,,,FRUNV
AFVC,Value,A,0000,,,Description,Value
AFVC,ZSCHL,A,0000,,,,ZSCHL
AFVC,KALSM,A,0000,,,,KALSM
AFVC,SCHED_END,A,0000,,,,SCHED_END
AFVC,Value,A,0000,,,Description,Value
AFVC,NETZKONT,A,0000,,,,NETZKONT
AFVC,Value,A,0000,,,Description,Value
AFVC,OWAER,A,0000,,,TCURC,OWAER
AFVC,AFNAM,A,0000,,,,AFNAM
AFVC,BEDNR,A,0000,,,,BEDNR
AFVC,KZFIX,A,0000,,,,KZFIX
AFVC,Value,A,0000,,,Description,Value
AFVC,PERNR,A,0000,,,,PERNR
AFVC,FRDLB,A,0000,,,,FRDLB
AFVC,QPART,A,0000,,,TQ30,QPART
AFVC,LOEKZ,A,0000,,,,LOEKZ
AFVC,Value,A,0000,,,Description,Value
AFVC,WKURS,A,0000,,,,WKURS
AFVC,PROD_ACT,A,0000,,,,PROD_ACT
AFVC,Value,A,0000,,,Description,Value
AFVC,FPLNR,A,0000,,,,FPLNR
AFVC,OBJTYPE,A,0000,,,,OBJTYPE
AFVC,Value,A,0000,,,Description,Value
AFVC,CH_PROC,A,0000,,,,CH_PROC
AFVC,Value,A,0000,,,Description,Value
AFVC,KLVAR,A,0000,,,,KLVAR
AFVC,KALNR,A,0000,,,,KALNR
AFVC,FORDN,A,0000,,,,FORDN
AFVC,FORDP,A,0000,,,,FORDP
AFVC,MAT_PRKST,A,0000,,,,MAT_PRKST
AFVC,PRZ01,A,0000,,,,PRZ01
AFVC,RFPNT,A,0000,,,TCNRFP,RFPNT
AFVC,FUNC_AREA,A,0000,,,TFKB,FUNC_AREA
AFVC,TECHS,A,0000,,,,TECHS
AFVC,ADPSP,A,0000,,,,ADPSP
AFVC,RFIPPNT,A,0000,,,TCNRPIP,RFIPPNT
AFVC,MES_OPERID,A,0000,,,,MES_OPERID
AFVC,MES_STEPID,A,0000,,,,MES_STEPID
AFVC,/CUM/CUGUID,A,0000,,,/CUM/AFCU,/CUM/CUGUID
AFVC,/ISDFPS/OBJNR,A,0000,,,,/ISDFPS/OBJNR
AFVC,AFVC_STATUS,A,0000,,,ACTCMB_TAB,AFVC_STATUS
AFVC,MILL_OC_AUFNR_MO,A,0000,,,,MILL_OC_AUFNR_MO
AFVC,OIO_HOLD,A,0000,,,,OIO_HOLD
AFVC,Value,A,0000,,,Description,Value
AFVC,WTY_IND,A,0000,,,,WTY_IND
AFVC,Value,A,0000,,,Description,Value
AFVC,TPLNR,A,0000,,,,TPLNR
AFVC,EQUNR,A,0000,,,,EQUNR
AFVC,CPD_UPDAT,A,0000,,,,CPD_UPDAT
AFVC,Table,A,0000,,,Foreign key table,Table
AFVC,AFVC,A,0000,,,SYST,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,SYST,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSKS,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CAUFVD,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CRID,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,CRID,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVGD,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVGD,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,SYST,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVGK,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,CSLA,AFVC
AFVC,AFVC,A,0000,,,AFVGK,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,SYST,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,SYST,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,MANDT,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,SYST,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,CSKA,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,CAUFVD,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,CAUFVD,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVGK,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVC,AFVC
AFVC,AFVC,A,0000,,,AFVKI,AFVC
AFVV,MANDT,A,0000,,,T000,MANDT
AFVV,AUFPL,A,0000,,,,AUFPL
AFVV,APLZL,A,0000,,,AFVC,APLZL
AFVV,MEINH,A,0000,,,T006,MEINH
AFVV,UMREN,A,0000,,,,UMREN
AFVV,UMREZ,A,0000,,,,UMREZ
AFVV,BMSCH,A,0000,,,,BMSCH
AFVV,ZMERH,A,0000,,,,ZMERH
AFVV,ZEIER,A,0000,,,T006,ZEIER
AFVV,VGE01,A,0000,,,T006,VGE01
AFVV,VGW01,A,0000,,,,VGW01
AFVV,VGE02,A,0000,,,T006,VGE02
AFVV,VGW02,A,0000,,,,VGW02
AFVV,VGE03,A,0000,,,T006,VGE03
AFVV,VGW03,A,0000,,,,VGW03
AFVV,VGE04,A,0000,,,T006,VGE04
AFVV,VGW04,A,0000,,,,VGW04
AFVV,VGE05,A,0000,,,T006,VGE05
AFVV,VGW05,A,0000,,,,VGW05
AFVV,VGE06,A,0000,,,T006,VGE06
AFVV,VGW06,A,0000,,,,VGW06
AFVV,ZEIMU,A,0000,,,T006,ZEIMU
AFVV,ZMINU,A,0000,,,,ZMINU
AFVV,MINWE,A,0000,,,,MINWE
AFVV,ZEIMB,A,0000,,,T006,ZEIMB
AFVV,ZMINB,A,0000,,,,ZMINB
AFVV,ZEILM,A,0000,,,T006,ZEILM
AFVV,ZLMAX,A,0000,,,,ZLMAX
AFVV,ZEILP,A,0000,,,T006,ZEILP
AFVV,ZLPRO,A,0000,,,,ZLPRO
AFVV,ZEIWN,A,0000,,,T006,ZEIWN
AFVV,ZWNOR,A,0000,,,,ZWNOR
AFVV,ZEIWM,A,0000,,,T006,ZEIWM
AFVV,ZWMIN,A,0000,,,,ZWMIN
AFVV,ZEITN,A,0000,,,T006,ZEITN
AFVV,ZTNOR,A,0000,,,,ZTNOR
AFVV,ZEITM,A,0000,,,T006,ZEITM
AFVV,ZTMIN,A,0000,,,,ZTMIN
AFVV,PLIFZ,A,0000,,,,PLIFZ
AFVV,DAUNO,A,0000,,,,DAUNO
AFVV,DAUNE,A,0000,,,T006,DAUNE
AFVV,DAUMI,A,0000,,,,DAUMI
AFVV,DAUME,A,0000,,,T006,DAUME
AFVV,EINSA,A,0000,,,,EINSA
AFVV,Value,A,0000,,,Description,Value
AFVV,EINSE,A,0000,,,,EINSE
AFVV,Value,A,0000,,,Description,Value
AFVV,ARBEI,A,0000,,,,ARBEI
AFVV,ARBEH,A,0000,,,T006,ARBEH
AFVV,MGVRG,A,0000,,,,MGVRG
AFVV,ASVRG,A,0000,,,,ASVRG
AFVV,LMNGA,A,0000,,,,LMNGA
AFVV,XMNGA,A,0000,,,,XMNGA
AFVV,GMNGA,A,0000,,,,GMNGA
AFVV,ISM01,A,0000,,,,ISM01
AFVV,ISM02,A,0000,,,,ISM02
AFVV,ISM03,A,0000,,,,ISM03
AFVV,ISM04,A,0000,,,,ISM04
AFVV,ISM05,A,0000,,,,ISM05
AFVV,ISM06,A,0000,,,,ISM06
AFVV,ISMNW,A,0000,,,,ISMNW
AFVV,FSAVD,A,0000,,,,FSAVD
AFVV,FSAVZ,A,0000,,,,FSAVZ
AFVV,FSSBD,A,0000,,,,FSSBD
AFVV,FSSBZ,A,0000,,,,FSSBZ
AFVV,FSSAD,A,0000,,,,FSSAD
AFVV,FSSAZ,A,0000,,,,FSSAZ
AFVV,FSEDD,A,0000,,,,FSEDD
AFVV,FSEDZ,A,0000,,,,FSEDZ
AFVV,FSSLD,A,0000,,,,FSSLD
AFVV,FSSLZ,A,0000,,,,FSSLZ
AFVV,FSELD,A,0000,,,,FSELD
AFVV,FSELZ,A,0000,,,,FSELZ
AFVV,SSAVD,A,0000,,,,SSAVD
AFVV,SSAVZ,A,0000,,,,SSAVZ
AFVV,SSSBD,A,0000,,,,SSSBD
AFVV,SSSBZ,A,0000,,,,SSSBZ
AFVV,SSSAD,A,0000,,,,SSSAD
AFVV,SSSAZ,A,0000,,,,SSSAZ
AFVV,SSEDD,A,0000,,,,SSEDD
AFVV,SSEDZ,A,0000,,,,SSEDZ
AFVV,SSSLD,A,0000,,,,SSSLD
AFVV,SSSLZ,A,0000,,,,SSSLZ
AFVV,SSELD,A,0000,,,,SSELD
AFVV,SSELZ,A,0000,,,,SSELZ
AFVV,ISAVD,A,0000,,,,ISAVD
AFVV,IEAVD,A,0000,,,,IEAVD
AFVV,ISDD,A,0000,,,,ISDD
AFVV,ISDZ,A,0000,,,,ISDZ
AFVV,IERD,A,0000,,,,IERD
AFVV,IERZ,A,0000,,,,IERZ
AFVV,ISBD,A,0000,,,,ISBD
AFVV,ISBZ,A,0000,,,,ISBZ
AFVV,IEBD,A,0000,,,,IEBD
AFVV,IEBZ,A,0000,,,,IEBZ
AFVV,ISAD,A,0000,,,,ISAD
AFVV,ISAZ,A,0000,,,,ISAZ
AFVV,IEDD,A,0000,,,,IEDD
AFVV,IEDZ,A,0000,,,,IEDZ
AFVV,PEDD,A,0000,,,,PEDD
AFVV,PEDZ,A,0000,,,,PEDZ
AFVV,PUFFR,A,0000,,,,PUFFR
AFVV,PUFGS,A,0000,,,,PUFGS
AFVV,NTANF,A,0000,,,,NTANF
AFVV,NTANZ,A,0000,,,,NTANZ
AFVV,NTEND,A,0000,,,,NTEND
AFVV,NTENZ,A,0000,,,,NTENZ
AFVV,EWSTD,A,0000,,,,EWSTD
AFVV,EWSTZ,A,0000,,,,EWSTZ
AFVV,EWEND,A,0000,,,,EWEND
AFVV,EWENZ,A,0000,,,,EWENZ
AFVV,EWDAN,A,0000,,,,EWDAN
AFVV,EWDNE,A,0000,,,T006,EWDNE
AFVV,EWDAM,A,0000,,,,EWDAM
AFVV,EWDME,A,0000,,,T006,EWDME
AFVV,EWSTE,A,0000,,,,EWSTE
AFVV,Value,A,0000,,,Description,Value
AFVV,EWSTA,A,0000,,,,EWSTA
AFVV,Value,A,0000,,,Description,Value
AFVV,WARTZ,A,0000,,,,WARTZ
AFVV,WRTZE,A,0000,,,,WRTZE
AFVV,RUEST,A,0000,,,,RUEST
AFVV,RSTZE,A,0000,,,,RSTZE
AFVV,BEARZ,A,0000,,,,BEARZ
AFVV,BEAZE,A,0000,,,,BEAZE
AFVV,ABRUE,A,0000,,,,ABRUE
AFVV,ARUZE,A,0000,,,,ARUZE
AFVV,LIEGZ,A,0000,,,,LIEGZ
AFVV,LIGZE,A,0000,,,,LIGZE
AFVV,TRANZ,A,0000,,,,TRANZ
AFVV,TRAZE,A,0000,,,,TRAZE
AFVV,ISERH,A,0000,,,,ISERH
AFVV,OFM01,A,0000,,,,OFM01
AFVV,OFM02,A,0000,,,,OFM02
AFVV,OFM03,A,0000,,,,OFM03
AFVV,OFM04,A,0000,,,,OFM04
AFVV,OFM05,A,0000,,,,OFM05
AFVV,OFM06,A,0000,,,,OFM06
AFVV,OFMNW,A,0000,,,,OFMNW
AFVV,BZOFFB,A,0000,,,TCA54,BZOFFB
AFVV,EHOFFB,A,0000,,,T006,EHOFFB
AFVV,OFFSTB,A,0000,,,,OFFSTB
AFVV,OFFSTE,A,0000,,,,OFFSTE
AFVV,BZOFFE,A,0000,,,TCA54,BZOFFE
AFVV,EHOFFE,A,0000,,,T006,EHOFFE
AFVV,FPAVD,A,0000,,,,FPAVD
AFVV,FPAVZ,A,0000,,,,FPAVZ
AFVV,FPEDD,A,0000,,,,FPEDD
AFVV,FPEDZ,A,0000,,,,FPEDZ
AFVV,SPAVD,A,0000,,,,SPAVD
AFVV,SPAVZ,A,0000,,,,SPAVZ
AFVV,SPEDD,A,0000,,,,SPEDD
AFVV,SPEDZ,A,0000,,,,SPEDZ
AFVV,BEAZP,A,0000,,,,BEAZP
AFVV,PUFGP,A,0000,,,,PUFGP
AFVV,PUFFP,A,0000,,,,PUFFP
AFVV,BEARP,A,0000,,,,BEARP
AFVV,EPANF,A,0000,,,,EPANF
AFVV,EPANZ,A,0000,,,,EPANZ
AFVV,EPEND,A,0000,,,,EPEND
AFVV,EPENZ,A,0000,,,,EPENZ
AFVV,PDAU,A,0000,,,,PDAU
AFVV,PDAE,A,0000,,,T006,PDAE
AFVV,KNOTE,A,0000,,,TVKN,KNOTE
AFVV,VSTZW,A,0000,,,TVTZ,VSTZW
AFVV,VSTGA,A,0000,,,TVTG,VSTGA
AFVV,QRASTZEHT,A,0000,,,,QRASTZEHT
AFVV,QRASTZFAK,A,0000,,,,QRASTZFAK
AFVV,QRASTMENG,A,0000,,,,QRASTMENG
AFVV,QRASTEREH,A,0000,,,,QRASTEREH
AFVV,AUFKT,A,0000,,,,AUFKT
AFVV,RMNGA,A,0000,,,,RMNGA
AFVV,ILE01,A,0000,,,,ILE01
AFVV,ILE02,A,0000,,,,ILE02
AFVV,ILE03,A,0000,,,,ILE03
AFVV,ILE04,A,0000,,,,ILE04
AFVV,ILE05,A,0000,,,,ILE05
AFVV,ILE06,A,0000,,,,ILE06
AFVV,RWFAK,A,0000,,,,RWFAK
AFVV,IPRZ1,A,0000,,,,IPRZ1
AFVV,IPRE1,A,0000,,,,IPRE1
AFVV,IPRK1,A,0000,,,,IPRK1
AFVV,Value,A,0000,,,Description,Value
AFVV,TAKT,A,0000,,,,TAKT
AFVV,OPRZ1,A,0000,,,,OPRZ1
AFVV,OPRE1,A,0000,,,,OPRE1
AFVV,PSPM_INDICATOR,A,0000,,,,PSPM_INDICATOR
AFVV,Table,A,0000,,,Foreign key table,Table
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVVK,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVVK,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,SYST,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVGK,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,SYST,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,SYST,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AFVV,AFVV,A,0000,,,AFVKI,AFVV
AFVV,AFVV,A,0000,,,AFVV,AFVV
AGR_TEXTS,MANDT,A,0000,,,,MANDT
AGR_TEXTS,AGR_NAME,A,0000,,,AGR_DEFINE,AGR_NAME
AGR_TEXTS,SPRAS,A,0000,,,T002,SPRAS
AGR_TEXTS,LINE,A,0000,,,,LINE
