ROLLNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DDTEXT
LAR06,A,0000,D,AFVC
LAR06,A,0000,D,AFVC
LAR06,A,0000,D,AFVC
LAR06,A,0000,D,AFVC
LARNT,A,0000,D,AFVC
LARNT,A,0000,D,AFVC
LARNT,A,0000,D,AFVC
LARNT,A,0000,D,AFVC
LIFNR,A,0000,D,AFVC
LIFNR,A,0000,D,AFVC
LOGRP,A,0000,D,AFVC
LOGRP,A,0000,D,AFVC
LOGRP,A,0000,D,AFVC
MANDT,A,0000,D,AFVC
MATKL,A,0000,D,AFVC
MATKL,A,0000,D,AFVC
MLSTN,A,0000,D,AFVC
MLSTN,A,0000,D,AFVC
NPRIO,A,0000,D,AFVC
NPRIO,A,0000,D,AFVC
OBJNR,A,0000,D,AFVC
OBJNR,A,0000,D,AFVC
OTYPE,A,0000,D,AFVC
OTYPE,A,0000,D,AFVC
OWAER,A,0000,D,AFVC
OWAER,A,0000,D,AFVC
PDEST,A,0000,D,AFVC
PHSEQ,A,0000,D,AFVC
PHSEQ,A,0000,D,AFVC
PHSEQ,A,0000,D,AFVC
PLNTY,A,0000,D,AFVC
PLNTY,A,0000,D,AFVC
PRCTR,A,0000,D,AFVC
PRCTR,A,0000,D,AFVC
PROJN,A,0000,D,AFVC
PROJN,A,0000,D,AFVC
QLKAPAR,A,0000,D,AFVC
QLKAPAR,A,0000,D,AFVC
QPART,A,0000,D,AFVC
QPART,A,0000,D,AFVC
QUALF,A,0000,D,AFVC
QUALF,A,0000,D,AFVC
QUALF,A,0000,D,AFVC
RASCH,A,0000,D,AFVC
RASCH,A,0000,D,AFVC
RASCH,A,0000,D,AFVC
RFGRP,A,0000,D,AFVC
RFGRP,A,0000,D,AFVC
RFGRP,A,0000,D,AFVC
RFIPPNT,A,0000,D,AFVC
RFIPPNT,A,0000,D,AFVC
RFPNT,A,0000,D,AFVC
RFPNT,A,0000,D,AFVC
RFSCH,A,0000,D,AFVC
RFSCH,A,0000,D,AFVC
RFSCH,A,0000,D,AFVC
RFSCH,A,0000,D,AFVC
RSTRA,A,0000,D,AFVC
RSTRA,A,0000,D,AFVC
RSTRA,A,0000,D,AFVC
SAKTO,A,0000,D,AFVC
SAKTO,A,0000,D,AFVC
SAKTO,A,0000,D,AFVC
SELKZ,A,0000,D,AFVC
SELKZ,A,0000,D,AFVC
STEUS,A,0000,D,AFVC
STEUS,A,0000,D,AFVC
STEUS,A,0000,D,AFVC
TXJCD,A,0000,D,AFVC
TXJCD,A,0000,D,AFVC
TXJCD,A,0000,D,AFVC
TXTSP,A,0000,D,AFVC
VERTL,A,0000,D,AFVC
VERTL,A,0000,D,AFVC
VGWTS,A,0000,D,AFVC
VGWTS,A,0000,D,AFVC
VPLTY,A,0000,D,AFVC
VPLTY,A,0000,D,AFVC
WAERS,A,0000,D,AFVC
WAERS,A,0000,D,AFVC
WERKI,A,0000,D,AFVC
WERKI,A,0000,D,AFVC
WERKS,A,0000,D,AFVC
WERKS,A,0000,D,AFVC
ZERMA,A,0000,D,AFVC
ZERMA,A,0000,D,AFVC
ZERMA,A,0000,D,AFVC
MANDT,A,0000,D,MANDT
CO_AUFPL,A,0000,D,AUFPL
CO_APLZL,A,0000,D,APLZL
VORME,A,0000,D,MEINH
CP_UMREN,A,0000,D,UMREN
CP_UMREZ,A,0000,D,UMREZ
BMSCH,A,0000,D,BMSCH
DZMERH,A,0000,D,ZMERH
DZEIER,A,0000,D,ZEIER
VGWRTEH,A,0000,D,VGE01
VGWRT,A,0000,D,VGW01
VGWRTEH,A,0000,D,VGE02
VGWRT,A,0000,D,VGW02
VGWRTEH,A,0000,D,VGE03
VGWRT,A,0000,D,VGW03
VGWRTEH,A,0000,D,VGE04
VGWRT,A,0000,D,VGW04
VGWRTEH,A,0000,D,VGE05
VGWRT,A,0000,D,VGW05
VGWRTEH,A,0000,D,VGE06
VGWRT,A,0000,D,VGW06
DZEIMU,A,0000,D,ZEIMU
DZMINU,A,0000,D,ZMINU
MINWEI,A,0000,D,MINWE
DZEIMB,A,0000,D,ZEIMB
DZMINB,A,0000,D,ZMINB
DZEILM,A,0000,D,ZEILM
DZLMAX,A,0000,D,ZLMAX
DZEILP,A,0000,D,ZEILP
DZLPRO,A,0000,D,ZLPRO
DZEIWN,A,0000,D,ZEIWN
DZWNOR,A,0000,D,ZWNOR
DZEIWM,A,0000,D,ZEIWM
DZWMIN,A,0000,D,ZWMIN
DZEITN,A,0000,D,ZEITN
DZTNOR,A,0000,D,ZTNOR
DZEITM,A,0000,D,ZEITM
DZTMIN,A,0000,D,ZTMIN
PLIFZ,A,0000,D,PLIFZ
DAUNOR,A,0000,D,DAUNO
DAUNORE,A,0000,D,DAUNE
DAUMIN,A,0000,D,DAUMI
DAUMINE,A,0000,D,DAUME
EINSCHRA,A,0000,D,EINSA
Value,A,0000,D,Value
EINSCHRE,A,0000,D,EINSE
Value,A,0000,D,Value
ARBEIT,A,0000,D,ARBEI
ARBEITE,A,0000,D,ARBEH
MGVRG,A,0000,D,MGVRG
ASVRG,A,0000,D,ASVRG
LMNGA,A,0000,D,LMNGA
XMNGA,A,0000,D,XMNGA
GMNGA,A,0000,D,GMNGA
CO_RUMNG,A,0000,D,ISM01
CO_RUMNG,A,0000,D,ISM02
CO_RUMNG,A,0000,D,ISM03
CO_RUMNG,A,0000,D,ISM04
CO_RUMNG,A,0000,D,ISM05
CO_RUMNG,A,0000,D,ISM06
CO_ISMNW,A,0000,D,ISMNW
FSAVD,A,0000,D,FSAVD
FSAVZ,A,0000,D,FSAVZ
FSSBD,A,0000,D,FSSBD
FSSBZ,A,0000,D,FSSBZ
FSSAD,A,0000,D,FSSAD
FSSAZ,A,0000,D,FSSAZ
FSEDD,A,0000,D,FSEDD
FSEDZ,A,0000,D,FSEDZ
FSSLD,A,0000,D,FSSLD
FSSLZ,A,0000,D,FSSLZ
FSELD,A,0000,D,FSELD
FSELZ,A,0000,D,FSELZ
SSAVD,A,0000,D,SSAVD
SSAVZ,A,0000,D,SSAVZ
SSSBD,A,0000,D,SSSBD
SSSBZ,A,0000,D,SSSBZ
SSSAD,A,0000,D,SSSAD
SSSAZ,A,0000,D,SSSAZ
SSEDD,A,0000,D,SSEDD
SSEDZ,A,0000,D,SSEDZ
SSSLD,A,0000,D,SSSLD
SSSLZ,A,0000,D,SSSLZ
SSELD,A,0000,D,SSELD
SSELZ,A,0000,D,SSELZ
ISAVD,A,0000,D,ISAVD
IEAVD,A,0000,D,IEAVD
ISDD,A,0000,D,ISDD
ISDZ,A,0000,D,ISDZ
IERD,A,0000,D,IERD
IERZ,A,0000,D,IERZ
ISBD,A,0000,D,ISBD
ISBZ,A,0000,D,ISBZ
IEBD,A,0000,D,IEBD
IEBZ,A,0000,D,IEBZ
ISAD,A,0000,D,ISAD
ISAZ,A,0000,D,ISAZ
IEDD,A,0000,D,IEDD
IEDZ,A,0000,D,IEDZ
CO_PEDD,A,0000,D,PEDD
CO_PEDZ,A,0000,D,PEDZ
PUFFR_FREI,A,0000,D,PUFFR
PUFFR_GESM,A,0000,D,PUFGS
VORGABESTD,A,0000,D,NTANF
VORGABESTZ,A,0000,D,NTANZ
VORGABEEND2,A,0000,D,NTEND
VORGABEENZ,A,0000,D,NTENZ
EWSTARTD,A,0000,D,EWSTD
EWSTARTZ,A,0000,D,EWSTZ
EWENDED,A,0000,D,EWEND
EWENDEZ,A,0000,D,EWENZ
EWDAN,A,0000,D,EWDAN
EWDNE,A,0000,D,EWDNE
EWDAM,A,0000,D,EWDAM
EWDME,A,0000,D,EWDME
PS_RESTE,A,0000,D,EWSTE
Value,A,0000,D,Value
PS_RESTA,A,0000,D,EWSTA
Value,A,0000,D,Value
WARTEZEIT,A,0000,D,WARTZ
WTRZE,A,0000,D,WRTZE
RUEST,A,0000,D,RUEST
RSTZE,A,0000,D,RSTZE
BEARZEIT,A,0000,D,BEARZ
BEAZE,A,0000,D,BEAZE
ABRUE,A,0000,D,ABRUE
ARUZE,A,0000,D,ARUZE
LIEGEZEIT,A,0000,D,LIEGZ
LIGZE,A,0000,D,LIGZE
TRANSZEIT,A,0000,D,TRANZ
TRAZE,A,0000,D,TRAZE
ISERH,A,0000,D,ISERH
CO_SCHAETZ,A,0000,D,OFM01
CO_SCHAETZ,A,0000,D,OFM02
CO_SCHAETZ,A,0000,D,OFM03
CO_SCHAETZ,A,0000,D,OFM04
CO_SCHAETZ,A,0000,D,OFM05
CO_SCHAETZ,A,0000,D,OFM06
OFMNW,A,0000,D,OFMNW
CP_OBZOFFB,A,0000,D,BZOFFB
CP_OEHOFFB,A,0000,D,EHOFFB
CP_OOFFSTB,A,0000,D,OFFSTB
CP_OOFFSTE,A,0000,D,OFFSTE
CP_OBZOFFE,A,0000,D,BZOFFE
CP_OEHOFFE,A,0000,D,EHOFFE
FPAVD,A,0000,D,FPAVD
FPAVZ,A,0000,D,FPAVZ
FPEDD,A,0000,D,FPEDD
FPEDZ,A,0000,D,FPEDZ
SPAVD,A,0000,D,SPAVD
SPAVZ,A,0000,D,SPAVZ
SPEDD,A,0000,D,SPEDD
SPEDZ,A,0000,D,SPEDZ
BEAZEP,A,0000,D,BEAZP
PPUFF_GESM,A,0000,D,PUFGP
PPUFF_FREI,A,0000,D,PUFFP
PBEARZEIT,A,0000,D,BEARP
EPANF,A,0000,D,EPANF
EPANZ,A,0000,D,EPANZ
EPEND,A,0000,D,EPEND
EPENZ,A,0000,D,EPENZ
PDAU,A,0000,D,PDAU
PDAE,A,0000,D,PDAE
KNOTE,A,0000,D,KNOTE
VSTZW,A,0000,D,VSTZW
VSTGA,A,0000,D,VSTGA
QRASTZEHT,A,0000,D,QRASTZEHT
QRASTZFAK,A,0000,D,QRASTZFAK
QRASTMENG,A,0000,D,QRASTMENG
QRASTEREH,A,0000,D,QRASTEREH
AFAKT,A,0000,D,AUFKT
RMNGA,A,0000,D,RMNGA
CO_ISMNGEH,A,0000,D,ILE01
CO_ISMNGEH,A,0000,D,ILE02
CO_ISMNGEH,A,0000,D,ILE03
CO_ISMNGEH,A,0000,D,ILE04
CO_ISMNGEH,A,0000,D,ILE05
CO_ISMNGEH,A,0000,D,ILE06
RWFAK,A,0000,D,RWFAK
CO_IPRZS,A,0000,D,IPRZ1
RU_IPRZE,A,0000,D,IPRE1
RU_IPRZK,A,0000,D,IPRK1
Value,A,0000,D,Value
LD_TAKT,A,0000,D,TAKT
OPRZ1,A,0000,D,OPRZ1
OPRE1,A,0000,D,OPRE1
PSPM_INDICATOR,A,0000,D,PSPM_INDICATOR
Field,A,0000,D,Table
APLZL,A,0000,D,AFVV
APLZL,A,0000,D,AFVV
APLZL,A,0000,D,AFVV
ARBEH,A,0000,D,AFVV
ARBEH,A,0000,D,AFVV
BZOFFB,A,0000,D,AFVV
BZOFFE,A,0000,D,AFVV
DAUME,A,0000,D,AFVV
DAUME,A,0000,D,AFVV
DAUNE,A,0000,D,AFVV
DAUNE,A,0000,D,AFVV
EHOFFB,A,0000,D,AFVV
EHOFFB,A,0000,D,AFVV
EHOFFE,A,0000,D,AFVV
EHOFFE,A,0000,D,AFVV
EWDME,A,0000,D,AFVV
EWDME,A,0000,D,AFVV
EWDNE,A,0000,D,AFVV
EWDNE,A,0000,D,AFVV
KNOTE,A,0000,D,AFVV
KNOTE,A,0000,D,AFVV
MANDT,A,0000,D,AFVV
MEINH,A,0000,D,AFVV
MEINH,A,0000,D,AFVV
PDAE,A,0000,D,AFVV
PDAE,A,0000,D,AFVV
VGE01,A,0000,D,AFVV
VGE01,A,0000,D,AFVV
VGE02,A,0000,D,AFVV
VGE02,A,0000,D,AFVV
VGE03,A,0000,D,AFVV
VGE03,A,0000,D,AFVV
VGE04,A,0000,D,AFVV
VGE04,A,0000,D,AFVV
VGE05,A,0000,D,AFVV
VGE05,A,0000,D,AFVV
VGE06,A,0000,D,AFVV
VGE06,A,0000,D,AFVV
VSTGA,A,0000,D,AFVV
VSTGA,A,0000,D,AFVV
VSTZW,A,0000,D,AFVV
VSTZW,A,0000,D,AFVV
ZEIER,A,0000,D,AFVV
ZEIER,A,0000,D,AFVV
ZEILM,A,0000,D,AFVV
ZEILM,A,0000,D,AFVV
ZEILP,A,0000,D,AFVV
ZEILP,A,0000,D,AFVV
ZEIMB,A,0000,D,AFVV
ZEIMB,A,0000,D,AFVV
ZEIMU,A,0000,D,AFVV
ZEIMU,A,0000,D,AFVV
ZEITM,A,0000,D,AFVV
ZEITM,A,0000,D,AFVV
ZEITN,A,0000,D,AFVV
ZEITN,A,0000,D,AFVV
ZEIWM,A,0000,D,AFVV
ZEIWM,A,0000,D,AFVV
ZEIWN,A,0000,D,AFVV
ZEIWN,A,0000,D,AFVV
SYMANDT,A,0000,D,MANDT
AGR_NAME,A,0000,D,AGR_NAME
MENU_SPRAS,A,0000,D,SPRAS
MENU_NUM_5,A,0000,D,LINE
AGR_TITLE,A,0000,D,TEXT
Field,A,0000,D,Table
AGR_NAME,A,0000,D,AGR_TEXTS
AGR_NAME,A,0000,D,AGR_TEXTS
SPRAS,A,0000,D,AGR_TEXTS
SYMANDT,A,0000,D,MANDT
AGR_NAME,A,0000,D,AGR_NAME
XUBNAME,A,0000,D,UNAME
AGR_FDATE,A,0000,D,FROM_DAT
AGR_TDATE,A,0000,D,TO_DAT
AGR_EXCL,A,0000,D,EXCLUDE
MENU_DATE,A,0000,D,CHANGE_DAT
MENU_TIME,A,0000,D,CHANGE_TIM
RSTIMESTMP,A,0000,D,CHANGE_TST
AGR_ORG,A,0000,D,ORG_FLAG
AGR_COL,A,0000,D,COL_FLAG
Value,A,0000,D,Value
Field,A,0000,D,Table
AGR_NAME,A,0000,D,AGR_USERS
AGR_NAME,A,0000,D,AGR_USERS
MANDT,A,0000,D,AGR_USERS
UNAME,A,0000,D,AGR_USERS
UNAME,A,0000,D,AGR_USERS
MANDT,A,0000,D,MANDT
BUKRS,A,0000,D,BUKRS
ANLN1,A,0000,D,ANLN1
ANLN2,A,0000,D,ANLN2
GJAHR,A,0000,D,GJAHR
LNRAN,A,0000,D,LNRAN
AFABE_D,A,0000,D,AFABE
DZUJHR,A,0000,D,ZUJHR
DZUCOD,A,0000,D,ZUCOD
PERAF,A,0000,D,PERAF
Value,A,0000,D,Value
BELNR_D,A,0000,D,BELNR
BUZEI,A,0000,D,BUZEI
BZDAT,A,0000,D,BZDAT
BWASL,A,0000,D,BWASL
XAFAR,A,0000,D,XAFAR
Value,A,0000,D,Value
ANBTR,A,0000,D,ANBTR
NAFAB,A,0000,D,NAFAB
SAFAB,A,0000,D,SAFAB
DZINSB,A,0000,D,ZINSB
XANTW,A,0000,D,XANTW
Value,A,0000,D,Value
XAWBT,A,0000,D,XAWBT
Value,A,0000,D,Value
LNSAN,A,0000,D,LNSAN
ANUPD,A,0000,D,ANUPD
Value,A,0000,D,Value
AM_AUGLN,A,0000,D,AUGLN
Field,A,0000,D,Table
AFABE,A,0000,D,ANEP
AFABE,A,0000,D,ANEP
AFABE,A,0000,D,ANEP
AFABE,A,0000,D,ANEP
AFABE,A,0000,D,ANEP
ANLN1,A,0000,D,ANEP
ANLN1,A,0000,D,ANEP
ANLN1,A,0000,D,ANEP
ANLN2,A,0000,D,ANEP
ANLN2,A,0000,D,ANEP
ANLN2,A,0000,D,ANEP
ANLN2,A,0000,D,ANEP
AUGLN,A,0000,D,ANEP
AUGLN,A,0000,D,ANEP
AUGLN,A,0000,D,ANEP
AUGLN,A,0000,D,ANEP
AUGLN,A,0000,D,ANEP
AUGLN,A,0000,D,ANEP
BUKRS,A,0000,D,ANEP
BUKRS,A,0000,D,ANEP
BWASL,A,0000,D,ANEP
BWASL,A,0000,D,ANEP
LNRAN,A,0000,D,ANEP
LNRAN,A,0000,D,ANEP
LNRAN,A,0000,D,ANEP
LNRAN,A,0000,D,ANEP
LNRAN,A,0000,D,ANEP
LNRAN,A,0000,D,ANEP
MANDT,A,0000,D,ANEP
MANDT,A,0000,D,MANDT
BUKRS,A,0000,D,BUKRS
ANLN1,A,0000,D,ANLN1
ANLN2,A,0000,D,ANLN2
ANLKL,A,0000,D,ANLKL
GEGST,A,0000,D,GEGST
ANLAR,A,0000,D,ANLAR
ERNAM,A,0000,D,ERNAM
ERDAT,A,0000,D,ERDAT
AENAM,A,0000,D,AENAM
AEDAT_ANLA,A,0000,D,AEDAT
XLOEV,A,0000,D,XLOEV
Value,A,0000,D,Value
XSPEB_ANLA,A,0000,D,XSPEB
Value,A,0000,D,Value
FELEI,A,0000,D,FELEI
KTOGR,A,0000,D,KTOGR
OPVWA,A,0000,D,XOPVW
Value,A,0000,D,Value
ANLTP,A,0000,D,ANLTP
Value,A,0000,D,Value
DZUJAHR,A,0000,D,ZUJHR
DZUPER,A,0000,D,ZUPER
DZUGDAT,A,0000,D,ZUGDT
AKTIVD,A,0000,D,AKTIV
ABGDAT,A,0000,D,ABGDT
DEAKT,A,0000,D,DEAKT
GPLAB,A,0000,D,GPLAB
BSTDT,A,0000,D,BSTDT
ORD41,A,0000,D,ORD41
ORD42,A,0000,D,ORD42
ORD43,A,0000,D,ORD43
ORD44,A,0000,D,ORD44
ANLUE,A,0000,D,ANLUE
DZUAWA,A,0000,D,ZUAWA
ANEQK,A,0000,D,ANEQK
Value,A,0000,D,Value
ANEQS,A,0000,D,ANEQS
Value,A,0000,D,Value
AM_LIFNR,A,0000,D,LIFNR
AM_LAND1,A,0000,D,LAND1
LIEFE,A,0000,D,LIEFE
HERST,A,0000,D,HERST
EIGKZ,A,0000,D,EIGKZ
AIBN1,A,0000,D,AIBN1
AIBN2,A,0000,D,AIBN2
AIBDT,A,0000,D,AIBDT
URJHR,A,0000,D,URJHR
URWRT,A,0000,D,URWRT
ANTEI,A,0000,D,ANTEI
PROJN,A,0000,D,PROJN
AM_AUFNR,A,0000,D,EAUFN
MEINS,A,0000,D,MEINS
AM_MENGE,A,0000,D,MENGE
TYPBZ_ANLA,A,0000,D,TYPBZ
IZWEK,A,0000,D,IZWEK
INKEN,A,0000,D,INKEN
Value,A,0000,D,Value
IVDAT_ANLA,A,0000,D,IVDAT
INVZU_ANLA,A,0000,D,INVZU
VMGLI,A,0000,D,VMGLI
XVRMW,A,0000,D,XVRMW
Value,A,0000,D,Value
WRTMA,A,0000,D,WRTMA
EHWRT,A,0000,D,EHWRT
AUFLA_ANLA,A,0000,D,AUFLA
EHWZU_ANLA,A,0000,D,EHWZU
EHWNR_ANLA,A,0000,D,EHWNR
GRUVO_ANLA,A,0000,D,GRUVO
GREIN_ANLA,A,0000,D,GREIN
GRBND_ANLA,A,0000,D,GRBND
GRBLT_ANLA,A,0000,D,GRBLT
GRLFD_ANLA,A,0000,D,GRLFD
FLURK_ANLA,A,0000,D,FLURK
FLURN_ANLA,A,0000,D,FLURN
FIAMT,A,0000,D,FIAMT
ORT01_ANLA,A,0000,D,STADT
GRUND,A,0000,D,GRUND
FEINS,A,0000,D,FEINS
GRUFL,A,0000,D,GRUFL
INVNR_ANLA,A,0000,D,INVNR
RASSC,A,0000,D,VBUND
SPRAS,A,0000,D,SPRAS
TXA50_ANLT,A,0000,D,TXT50
TXA50_MORE,A,0000,D,TXA50
XLTXID,A,0000,D,XLTXID
Value,A,0000,D,Value
XVERID,A,0000,D,XVERID
Value,A,0000,D,Value
XTCHID,A,0000,D,XTCHID
Value,A,0000,D,Value
XKALID,A,0000,D,XKALID
Value,A,0000,D,Value
XHERID,A,0000,D,XHERID
Value,A,0000,D,Value
XLEAID,A,0000,D,XLEAID
Value,A,0000,D,Value
LEAFI,A,0000,D,LEAFI
LVDAT,A,0000,D,LVDAT
LKDAT,A,0000,D,LKDAT
LEABG,A,0000,D,LEABG
LEJAR,A,0000,D,LEJAR
LEPER,A,0000,D,LEPER
Value,A,0000,D,Value
LRYTH,A,0000,D,LRYTH
Value,A,0000,D,Value
LEGEB,A,0000,D,LEGEB
LBASW,A,0000,D,LBASW
LKAUF,A,0000,D,LKAUF
LMZIN,A,0000,D,LMZIN
LZINS,A,0000,D,LZINS
LTZBW,A,0000,D,LTZBW
LKUZA,A,0000,D,LKUZA
LKUZI,A,0000,D,LKUZI
LLAVB,A,0000,D,LLAVB
LEANZ,A,0000,D,LEANZ
LVTNR,A,0000,D,LVTNR
LETXT,A,0000,D,LETXT
XAKTIV,A,0000,D,XAKTIV
Value,A,0000,D,Value
ANUPD,A,0000,D,ANUPD
Value,A,0000,D,Value
LBLNR,A,0000,D,LBLNR
XV0DT,A,0000,D,XV0DT
XV0NM,A,0000,D,XV0NM
XV1DT,A,0000,D,XV1DT
XV1NM,A,0000,D,XV1NM
XV2DT,A,0000,D,XV2DT
XV2NM,A,0000,D,XV2NM
XV3DT,A,0000,D,XV3DT
XV3NM,A,0000,D,XV3NM
XV4DT,A,0000,D,XV4DT
XV4NM,A,0000,D,XV4NM
XV5DT,A,0000,D,XV5DT
XV5NM,A,0000,D,XV5NM
XV6DT,A,0000,D,XV6DT
XV6NM,A,0000,D,XV6NM
AIMMO,A,0000,D,AIMMO
Value,A,0000,D,Value
J_OBJNR,A,0000,D,OBJNR
LEART,A,0000,D,LEART
LVORS,A,0000,D,LVORS
Value,A,0000,D,Value
GDLGRP,A,0000,D,GDLGRP
AM_POSNR,A,0000,D,POSNR
XERWRT,A,0000,D,XERWRT
Value,A,0000,D,Value
XAFABCH,A,0000,D,XAFABCH
Value,A,0000,D,Value
XANLGR_1,A,0000,D,XANLGR
Value,A,0000,D,Value
MCOA1,A,0000,D,MCOA1
IM_XINVM,A,0000,D,XINVM
Value,A,0000,D,Value
AM_SERNR,A,0000,D,SERNR
AM_UMWKZ,A,0000,D,UMWKZ
AM_LRVDAT,A,0000,D,LRVDAT
AAPM_ACT_CHANGE_PM,A,0000,D,ACT_CHANGE_PM
Value,A,0000,D,Value
HAS_TDDP,A,0000,D,HAS_TDDP
Value,A,0000,D,Value
FAA_LAST_REORG,A,0000,D,LAST_REORG_DATE
Field,A,0000,D,Table
ANLKL,A,0000,D,ANLA
ANLKL,A,0000,D,ANLA
ANLN1,A,0000,D,ANLA
ANLN1,A,0000,D,ANLA
ANLN1,A,0000,D,ANLA
ANLUE,A,0000,D,ANLA
ANLUE,A,0000,D,ANLA
BUKRS,A,0000,D,ANLA
BUKRS,A,0000,D,ANLA
EIGKZ,A,0000,D,ANLA
EIGKZ,A,0000,D,ANLA
FEINS,A,0000,D,ANLA
FEINS,A,0000,D,ANLA
GDLGRP,A,0000,D,ANLA
GDLGRP,A,0000,D,ANLA
GRUND,A,0000,D,ANLA
GRUND,A,0000,D,ANLA
IZWEK,A,0000,D,ANLA
IZWEK,A,0000,D,ANLA
KTOGR,A,0000,D,ANLA
KTOGR,A,0000,D,ANLA
LAND1,A,0000,D,ANLA
LAND1,A,0000,D,ANLA
LEAFI,A,0000,D,ANLA
LEAFI,A,0000,D,ANLA
LEART,A,0000,D,ANLA
LEART,A,0000,D,ANLA
LIFNR,A,0000,D,ANLA
LIFNR,A,0000,D,ANLA
MEINS,A,0000,D,ANLA
MEINS,A,0000,D,ANLA
OBJNR,A,0000,D,ANLA
OBJNR,A,0000,D,ANLA
ORD41,A,0000,D,ANLA
ORD41,A,0000,D,ANLA
ORD42,A,0000,D,ANLA
ORD42,A,0000,D,ANLA
ORD43,A,0000,D,ANLA
ORD43,A,0000,D,ANLA
ORD44,A,0000,D,ANLA
ORD44,A,0000,D,ANLA
POSNR,A,0000,D,ANLA
POSNR,A,0000,D,ANLA
SPRAS,A,0000,D,ANLA
UMWKZ,A,0000,D,ANLA
UMWKZ,A,0000,D,ANLA
VBUND,A,0000,D,ANLA
VBUND,A,0000,D,ANLA
VMGLI,A,0000,D,ANLA
VMGLI,A,0000,D,ANLA
ZUAWA,A,0000,D,ANLA
MANDT,A,0000,D,MANDT
AUFNR,A,0000,D,AUFNR
AUFART,A,0000,D,AUART
AUFTYP,A,0000,D,AUTYP
Value,A,0000,D,Value
AUFREFNR,A,0000,D,REFNR
AUFERFNAM,A,0000,D,ERNAM
AUFERFDAT,A,0000,D,ERDAT
AUFAENAM,A,0000,D,AENAM
AUFAEDAT,A,0000,D,AEDAT
AUFTEXT,A,0000,D,KTEXT
AUFLTEXT,A,0000,D,LTEXT
Value,A,0000,D,Value
BUKRS,A,0000,D,BUKRS
WERKS_D,A,0000,D,WERKS
GSBER,A,0000,D,GSBER
KOKRS,A,0000,D,KOKRS
CCKEY,A,0000,D,CCKEY
AUFKOSTV,A,0000,D,KOSTV
AUFSTORT,A,0000,D,STORT
AUFSOWRK,A,0000,D,SOWRK
AUFSTKZ,A,0000,D,ASTKZ
Value,A,0000,D,Value
AUFWAERS,A,0000,D,WAERS
AUFASTNR,A,0000,D,ASTNR
AUFSTDAT,A,0000,D,STDAT
AUFESTNR,A,0000,D,ESTNR
AUFPHAS0,A,0000,D,PHAS0
Value,A,0000,D,Value
AUFPHAS1,A,0000,D,PHAS1
Value,A,0000,D,Value
AUFPHAS2,A,0000,D,PHAS2
Value,A,0000,D,Value
AUFPHAS3,A,0000,D,PHAS3
Value,A,0000,D,Value
AUFPDAT1,A,0000,D,PDAT1
AUFPDAT2,A,0000,D,PDAT2
AUFPDAT3,A,0000,D,PDAT3
AUFIDAT1,A,0000,D,IDAT1
AUFIDAT2,A,0000,D,IDAT2
AUFIDAT3,A,0000,D,IDAT3
CCOBJID,A,0000,D,OBJID
AUFSPSET,A,0000,D,VOGRP
AUFLOEKZ,A,0000,D,LOEKZ
Value,A,0000,D,Value
PLGKZ,A,0000,D,PLGKZ
Value,A,0000,D,Value
KVEWE,A,0000,D,KVEWE
KAPPL,A,0000,D,KAPPL
AUFKALSM,A,0000,D,KALSM
AUFZSCHL,A,0000,D,ZSCHL
AUFABKRS,A,0000,D,ABKRS
AUFKSTAR,A,0000,D,KSTAR
AUFKOSTL,A,0000,D,KOSTL
AUFSAKNR,A,0000,D,SAKNR
AUFSETNM,A,0000,D,SETNM
ST_KOSTL,A,0000,D,CYCLE
SDATE,A,0000,D,SDATE
AUFSEQNR,A,0000,D,SEQNR
AUFUSER0,A,0000,D,USER0
AUFUSER1,A,0000,D,USER1
AUFUSER2,A,0000,D,USER2
AUFUSER3,A,0000,D,USER3
AUFUSER4,A,0000,D,USER4
AUFUSER5,A,0000,D,USER5
AUFUSER6,A,0000,D,USER6
AUFUSER7,A,0000,D,USER7
AUFUSER8,A,0000,D,USER8
AUFUSER9,A,0000,D,USER9
Value,A,0000,D,Value
J_OBJNR,A,0000,D,OBJNR
PRCTR,A,0000,D,PRCTR
PS_PSP_ELE,A,0000,D,PSPEL
AWSLS,A,0000,D,AWSLS
ABGR_SCHL,A,0000,D,ABGSL
TXJCD,A,0000,D,TXJCD
FKBER,A,0000,D,FUNC_AREA
SCOPE_CV,A,0000,D,SCOPE
Value,A,0000,D,Value
PLINT,A,0000,D,PLINT
Value,A,0000,D,Value
KDAUF,A,0000,D,KDAUF
KDPOS,A,0000,D,KDPOS
AUFEX,A,0000,D,AUFEX
IM_PROFIL,A,0000,D,IVPRO
LOGSYSTEM,A,0000,D,LOGSYSTEM
CO_MLTPS,A,0000,D,FLG_MLTPS
Value,A,0000,D,Value
IM_ABUKRS,A,0000,D,ABUKR
PS_AKSTL,A,0000,D,AKSTL
IM_SIZECL,A,0000,D,SIZECL
IZWEK,A,0000,D,IZWEK
AM_UMWKZ,A,0000,D,UMWKZ
CO_KSTEMPF,A,0000,D,KSTEMPF
Value,A,0000,D,Value
PS_ZSCHM,A,0000,D,ZSCHM
PKOSA_D,A,0000,D,PKOSA
AUFANFNR,A,0000,D,ANFAUFNR
CKML_F_PROCNR,A,0000,D,PROCNR
CKML_PROZESS_TYP,A,0000,D,PROTY
RSORD,A,0000,D,RSORD
Value,A,0000,D,Value
