DOMNAME,AS4LOCAL,AS4VERS,DDLANGUAGE,DATATYPE,LENG,OUTPUTLEN,DECIMALS,SIGNFLAG
OIHANTYPI,A,0000,D,OIHANTYPI,OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),OIH5 Definition of Excise Duty Handling Type (IS-OIL-TDP),HANTYP,
PROJN,A,0000,D,PROJN,PRPS WBS (Work Breakdown Structure) Element Master Data,PRPS WBS (Work Breakdown Structure) Element Master Data,PSPNR,
PROJN,A,0000,D,MANDT,PRPS WBS (Work Breakdown Structure) Element Master Data,PRPS WBS (Work Breakdown Structure) Element Master Data,MANDT,
PWERK,A,0000,D,PWERK,T001W Plants/Branches,T001W Plants/Branches,WERKS,
PWERK,A,0000,D,MANDT,T001W Plants/Branches,T001W Plants/Branches,MANDT,
SERNP,A,0000,D,SERNP,T377P Serial Number Management Profiles,T377P Serial Number Management Profiles,SERAIL,
SERNP,A,0000,D,MANDT,T377P Serial Number Management Profiles,T377P Serial Number Management Profiles,MANDT,
SERNR,A,0000,D,MANDT,SNUM BOM explosion number,SNUM BOM explosion number,MANDT,
SERNR,A,0000,D,SERNR,SNUM BOM explosion number,SNUM BOM explosion number,SERNR,
SOBKZ,A,0000,D,MANDT,T148 Special Stock Indicator,T148 Special Stock Indicator,MANDT,
SOBKZ,A,0000,D,SOBKZ,T148 Special Stock Indicator,T148 Special Stock Indicator,SOBKZ,
VERTO,A,0000,D,MANDT,T437V Distribution key in MRP,T437V Distribution key in MRP,MANDT,
VERTO,A,0000,D,DWERK,T437V Distribution key in MRP,T437V Distribution key in MRP,WERKS,
VERTO,A,0000,D,VERTO,T437V Distribution key in MRP,T437V Distribution key in MRP,VERTL,
MANDT,A,0000,D,CLNT,3,3,0,
CO_AUFPL,A,0000,D,NUMC,10,10,0,
CO_APLZL,A,0000,D,NUMC,8,8,0,
PLNFOLGE,A,0000,D,CHAR,6,6,0,
PLNKN,A,0000,D,NUMC,8,8,0,
PLNAL,A,0000,D,CHAR,2,2,0,
PLNTY,A,0000,D,CHAR,1,1,0,
VINTV,A,0000,D,DEC,3,3,0,
PLNNR,A,0000,D,CHAR,8,8,0,
CIM_COUNT,A,0000,D,NUMC,8,8,0,
VORNR,A,0000,D,CHAR,4,4,0,
STEUS,A,0000,D,CHAR,4,4,0,
CR_OBJID,A,0000,D,NUMC,8,8,0,
CR_PDEST,A,0000,D,CHAR,4,4,0,
WERKS_D,A,0000,D,CHAR,4,4,0,
KTSCH,A,0000,D,CHAR,7,7,0,
LTXA1,A,0000,D,CHAR,40,40,0,
LTXA2,A,0000,D,CHAR,40,40,0,
SPRAS,A,0000,D,LANG,1,1,0,
VPLNTY,A,0000,D,CHAR,1,1,0,
VPLNNR,A,0000,D,CHAR,8,8,0,
VPLNAL,A,0000,D,CHAR,2,2,0,
VPLBFL,A,0000,D,CHAR,6,6,0,
VORGSCHL,A,0000,D,CHAR,4,4,0,
LSTAR,A,0000,D,CHAR,6,6,0,
LSTAR,A,0000,D,CHAR,6,6,0,
LSTAR,A,0000,D,CHAR,6,6,0,
LSTAR,A,0000,D,CHAR,6,6,0,
LSTAR,A,0000,D,CHAR,6,6,0,
LSTAR,A,0000,D,CHAR,6,6,0,
DZERMA,A,0000,D,CHAR,5,5,0,
DZGDAT,A,0000,D,CHAR,4,4,0,
DZCODE,A,0000,D,CHAR,6,6,0,
DZULNR,A,0000,D,CHAR,5,5,0,
LOHNANZ,A,0000,D,DEC,3,3,0,
LOHNART,A,0000,D,CHAR,4,4,0,
CR_RS_ANZ,A,0000,D,NUMC,3,3,0,
QUALF,A,0000,D,CHAR,2,2,0,
ANZMS,A,0000,D,DEC,5,5,2,
RUEFAGRP,A,0000,D,CHAR,10,10,0,
RUEFASCHLU,A,0000,D,CHAR,10,10,0,
RUEARSCHLU,A,0000,D,CHAR,2,2,0,
AUSCHUFAK,A,0000,D,DEC,5,5,3,
LOHNGRP,A,0000,D,CHAR,3,3,0,
UEMUSKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
UEKANKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
FLIESSKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
SPLITTUNG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
SPLITTANZ,A,0000,D,DEC,3,3,0,
ABLIPKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Flag set. Event has occurred.,Flag set. Event has occurred.,NULL,
RSTRA,A,0000,D,CHAR,2,2,0,
SUMKNTNR,A,0000,D,NUMC,8,8,0,
SORTI,A,0000,D,CHAR,10,10,0,
LIFNR,A,0000,D,CHAR,10,10,0,
PREIS,A,0000,D,CURR,11,11,2,
PEINH,A,0000,D,DEC,5,5,0,
KSTAR,A,0000,D,CHAR,10,10,0,
WAERS,A,0000,D,CUKY,5,5,0,
INFNR,A,0000,D,CHAR,10,10,0,
ESOKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Standard,Standard,2,
EKORG,A,0000,D,CHAR,4,4,0,
VG_EKGRP,A,0000,D,CHAR,3,3,0,
KZLGF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
KZWRTF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
MATKL,A,0000,D,CHAR,9,9,0,
DAUDEHN,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
ANZKAP,A,0000,D,INT1,3,3,0,
APROZENT,A,0000,D,INT1,3,3,0,
MILESTONE,A,0000,D,CHAR,5,5,0,
PRIORITAET,A,0000,D,CHAR,2,2,0,
BUKRS,A,0000,D,CHAR,4,4,0,
ANFKO,A,0000,D,CHAR,10,10,0,
ANFKOKRS,A,0000,D,CHAR,4,4,0,
INDET,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Maintain manually,Maintain manually,1,
LSTAR,A,0000,D,CHAR,6,6,0,
PRKST,A,0000,D,CURR,11,11,2,
PLNFOLGE,A,0000,D,CHAR,6,6,0,
CO_RUECK,A,0000,D,NUMC,10,10,0,
CO_RMZHL,A,0000,D,NUMC,8,8,0,
PS_PSP_ELE,A,0000,D,NUMC,8,8,0,
J_OBJNR,A,0000,D,CHAR,22,22,0,
SPLITTERM,A,0000,D,DEC,3,3,0,
BEDID,A,0000,D,NUMC,12,12,0,
CIM_COUNT,A,0000,D,NUMC,8,8,0,
CO_BANFN,A,0000,D,CHAR,10,10,0,
CO_BNFPO,A,0000,D,NUMC,5,5,0,
CO_LEIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_LEIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_LEIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_LEIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_LEIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_LEIKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_SELKZ,A,0000,D,CHAR,1,1,0,
WFCID,A,0000,D,CHAR,2,2,0,
FRSP,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Earliest possible,Earliest possible,2,
STDKN,A,0000,D,NUMC,8,8,0,
ANLZU,A,0000,D,CHAR,1,1,0,
ISTRU,A,0000,D,CHAR,18,18,0,
STLTY,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,D,Document Structure,Document Structure,E,
STNUM,A,0000,D,CHAR,8,8,0,
STLKN,A,0000,D,NUMC,8,8,0,
CIM_COUNT,A,0000,D,NUMC,8,8,0,
UPOSZ,A,0000,D,CHAR,4,4,0,
EBORT,A,0000,D,CHAR,20,20,0,
CR_VERTN,A,0000,D,CHAR,8,8,0,
LEKNW,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
NW_PRIO,A,0000,D,CHAR,1,1,0,
CO_APLZL,A,0000,D,NUMC,8,8,0,
PHFLG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
PHSEQ,A,0000,D,CHAR,2,2,0,
KNOBJ,A,0000,D,NUMC,18,18,0,
QERFSICHT,A,0000,D,CHAR,2,2,0,
Value,A,0000,D,12,Single values and summarized results,Single values and summarized results,10,
QPPKTABS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,"Quantity, valuation and confirmation (production)","Quantity, valuation and confirmation (production)",1,
OTYPE,A,0000,D,CHAR,2,2,0,
OBJEKTID,A,0000,D,NUMC,8,8,0,
QL_KAPART,A,0000,D,CHAR,3,3,0,
RSTUF,A,0000,D,NUMC,1,1,0,
Value,A,0000,D,1,Reduction level 1,Reduction level 1,2,
TXTKY,A,0000,D,CHAR,12,12,0,
QEIFSUBSYS,A,0000,D,CHAR,6,6,0,
PS_SPS_ELE,A,0000,D,NUMC,8,8,0,
PACKNO,A,0000,D,NUMC,10,10,0,
TXJCD,A,0000,D,CHAR,15,15,0,
SCOPE_CV,A,0000,D,CHAR,2,2,0,
Value,A,0000,D,OC,Overhead costs,Overhead costs,IV,
GSBER,A,0000,D,CHAR,4,4,0,
PRCTR,A,0000,D,CHAR,10,10,0,
NO_DISP_PLUS,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,1,Not relevant to materials planning,Not relevant to materials planning,X,
QKZPRZEIT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Indicator is not set,Indicator is not set,X,
QKZZTMG1,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Indicator is not set,Indicator is not set,X,
QKZPRMENG,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Indicator is not set,Indicator is not set,X,
QKZPRFREI,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Indicator is not set,Indicator is not set,X,
QKZFEAT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,No characteristics available for operation,No characteristics available for operation,1,
QKZTLSBEST,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Indicator is not set,Indicator is not set,X,
AENNR,A,0000,D,CHAR,12,12,0,
CUOBJ,A,0000,D,NUMC,18,18,0,
EV_WEIGHTD,A,0000,D,DEC,8,8,0,
CR_OBJID_I,A,0000,D,NUMC,8,8,0,
WERKS_I,A,0000,D,CHAR,4,4,0,
CY_SEQNRV,A,0000,D,NUMC,14,14,0,
KAPT_PUFFR,A,0000,D,INT4,10,10,0,
EBELN,A,0000,D,CHAR,10,10,0,
EBELP,A,0000,D,NUMC,5,5,0,
WEMPF,A,0000,D,CHAR,12,12,0,
ABLAD,A,0000,D,CHAR,25,25,0,
CLASF,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
FRUNV,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,,,NULL,
AUFZSCHL,A,0000,D,CHAR,6,6,0,
AUFKALSM,A,0000,D,CHAR,6,6,0,
SCEND_ACT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
NETZKONT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Account assignment determined by status,Account assignment determined by status,1,
OWAERS,A,0000,D,CUKY,5,5,0,
AFNAM,A,0000,D,CHAR,12,12,0,
BEDNR,A,0000,D,CHAR,10,10,0,
CN_KZFIX,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
CO_PERNR,A,0000,D,NUMC,8,8,0,
CO_FRDLB,A,0000,D,CHAR,1,1,0,
QPART,A,0000,D,CHAR,8,8,0,
AUFLOEKZ,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
WKURS,A,0000,D,DEC,9,9,5,
PROD_ACT,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
FPLNR,A,0000,D,CHAR,10,10,0,
OCM_OBJ_TYPE,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,+,Object created,Object created,-,
OCM_CH_PROC,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,NULL,Not changed,Not changed,1,
CK_KLVAR,A,0000,D,CHAR,4,4,0,
CK_KALNR,A,0000,D,NUMC,12,12,0,
SFORDN,A,0000,D,CHAR,10,10,0,
FORDP,A,0000,D,NUMC,5,5,0,
MAT_PRKST,A,0000,D,CURR,11,11,2,
CO_PRZNR,A,0000,D,CHAR,12,12,0,
CN_RFPNT,A,0000,D,CHAR,20,20,0,
FKBER,A,0000,D,CHAR,16,16,0,
TECHS,A,0000,D,CHAR,12,12,0,
ADDCOMPARE_CORE,A,0000,D,CHAR,40,40,0,
CN_RPIP,A,0000,D,CHAR,20,20,0,
CO_MES_INT_OPERID,A,0000,D,CHAR,48,48,0,
CO_MES_INT_STEPID,A,0000,D,CHAR,6,6,0,
SYSUUID_X,A,0000,D,RAW,16,16,0,
J_OBJNR,A,0000,D,CHAR,22,22,0,
ACTCMB_DELE,A,0000,D,INT1,3,3,0,
MILL_OC_AUFNR_MO,A,0000,D,CHAR,12,12,0,
OIO_HOLD,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,Yes,Yes,NULL,
WTYSC_WTY_INDICATOR,A,0000,D,CHAR,1,1,0,
Value,A,0000,D,X,TRUE,TRUE,NULL,
TPLNR,A,0000,D,CHAR,30,30,0,
EQUNR,A,0000,D,CHAR,18,18,0,
/CPD/PFP_TSTMP,A,0000,D,DEC,15,15,0,
Field,A,0000,D,Foreign key field,Check table,Check table,Check field,
/CUM/CUGUID,A,0000,D,MANDT,/CUM/AFCU CU: CU Instances,/CUM/AFCU CU: CU Instances,MANDT,
/CUM/CUGUID,A,0000,D,/CUM/CUGUID,/CUM/AFCU CU: CU Instances,/CUM/AFCU CU: CU Instances,CUGUID,
AENNR,A,0000,D,MANDT,AENR Change Master,AENR Change Master,MANDT,
AENNR,A,0000,D,AENNR,AENR Change Master,AENR Change Master,AENNR,
AFVC_STATUS,A,0000,D,MANDT,ACTCMB_TAB table for status combination,ACTCMB_TAB table for status combination,MANDT,
AFVC_STATUS,A,0000,D,AFVC_STATUS,ACTCMB_TAB table for status combination,ACTCMB_TAB table for status combination,ACTCMB,
ANFKO,A,0000,D,DATBI,CSKS Cost Center Master Data,CSKS Cost Center Master Data,DATBI,
ANFKO,A,0000,D,MANDT,CSKS Cost Center Master Data,CSKS Cost Center Master Data,MANDT,
ANFKO,A,0000,D,ANFKOKRS,CSKS Cost Center Master Data,CSKS Cost Center Master Data,KOKRS,
ANFKO,A,0000,D,ANFKO,CSKS Cost Center Master Data,CSKS Cost Center Master Data,KOSTL,
ANFKOKRS,A,0000,D,MANDT,TKA01 Controlling Areas,TKA01 Controlling Areas,MANDT,
ANFKOKRS,A,0000,D,ANFKOKRS,TKA01 Controlling Areas,TKA01 Controlling Areas,KOKRS,
ANLZU,A,0000,D,MANDT,T357M Machine operating condition,T357M Machine operating condition,MANDT,
ANLZU,A,0000,D,ANLZU,T357M Machine operating condition,T357M Machine operating condition,ANLZU,
ARBID,A,0000,D,OBJTY,CRID CIM Resource - Entities,CRID CIM Resource - Entities,OBJTY,
ARBID,A,0000,D,ARBID,CRID CIM Resource - Entities,CRID CIM Resource - Entities,OBJID,
ARBID,A,0000,D,MANDT,CRID CIM Resource - Entities,CRID CIM Resource - Entities,MANDT,
ARBII,A,0000,D,MANDT,CRID CIM Resource - Entities,CRID CIM Resource - Entities,MANDT,
ARBII,A,0000,D,OBJTY,CRID CIM Resource - Entities,CRID CIM Resource - Entities,OBJTY,
ARBII,A,0000,D,ARBII,CRID CIM Resource - Entities,CRID CIM Resource - Entities,OBJID,
BNFPO,A,0000,D,MANDT,EBAN Purchase Requisition,EBAN Purchase Requisition,MANDT,
BNFPO,A,0000,D,BANFN,EBAN Purchase Requisition,EBAN Purchase Requisition,BANFN,
BNFPO,A,0000,D,BNFPO,EBAN Purchase Requisition,EBAN Purchase Requisition,BNFPO,
BUKRS,A,0000,D,MANDT,T001 Company Codes,T001 Company Codes,MANDT,
BUKRS,A,0000,D,BUKRS,T001 Company Codes,T001 Company Codes,BUKRS,
EBELN,A,0000,D,MANDT,EKKO Purchasing Document Header,EKKO Purchasing Document Header,MANDT,
EBELN,A,0000,D,EBELN,EKKO Purchasing Document Header,EKKO Purchasing Document Header,EBELN,
EBELP,A,0000,D,EBELN,EKPO Purchasing Document Item,EKPO Purchasing Document Item,EBELN,
EBELP,A,0000,D,EBELP,EKPO Purchasing Document Item,EKPO Purchasing Document Item,EBELP,
EBELP,A,0000,D,MANDT,EKPO Purchasing Document Item,EKPO Purchasing Document Item,MANDT,
EKGRP,A,0000,D,EKGRP,T024 Purchasing Groups,T024 Purchasing Groups,EKGRP,
EKGRP,A,0000,D,MANDT,T024 Purchasing Groups,T024 Purchasing Groups,MANDT,
EKORG,A,0000,D,MANDT,T024E Purchasing Organizations,T024E Purchasing Organizations,MANDT,
EKORG,A,0000,D,EKORG,T024E Purchasing Organizations,T024E Purchasing Organizations,EKORG,
FUNC_AREA,A,0000,D,MANDT,TFKB Functional areas,TFKB Functional areas,MANDT,
FUNC_AREA,A,0000,D,FUNC_AREA,TFKB Functional areas,TFKB Functional areas,FKBER,
GSBER,A,0000,D,MANDT,TGSB Business Areas,TGSB Business Areas,MANDT,
GSBER,A,0000,D,GSBER,TGSB Business Areas,TGSB Business Areas,GSBER,
INFNR,A,0000,D,MANDT,EINA Purchasing Info Record: General Data,EINA Purchasing Info Record: General Data,MANDT,
INFNR,A,0000,D,INFNR,EINA Purchasing Info Record: General Data,EINA Purchasing Info Record: General Data,INFNR,
ISTRU,A,0000,D,ISTRU,MARA General Material Data,MARA General Material Data,MATNR,
ISTRU,A,0000,D,MANDT,MARA General Material Data,MARA General Material Data,MANDT,
KALID,A,0000,D,KALID,TFACD Factory calendar definition,TFACD Factory calendar definition,IDENT,
KTSCH,A,0000,D,MANDT,T435 Standard texts for routing/ref. op set items,T435 Standard texts for routing/ref. op set items,MANDT,
KTSCH,A,0000,D,KTSCH,T435 Standard texts for routing/ref. op set items,T435 Standard texts for routing/ref. op set items,VLSCH,
LAR01,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LAR01,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LAR01,A,0000,D,LAR01,CSLA Activity master,CSLA Activity master,LSTAR,
LAR01,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LAR02,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LAR02,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LAR02,A,0000,D,LAR02,CSLA Activity master,CSLA Activity master,LSTAR,
LAR02,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LAR03,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LAR03,A,0000,D,LAR03,CSLA Activity master,CSLA Activity master,LSTAR,
LAR03,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LAR03,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LAR04,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LAR04,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LAR04,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LAR04,A,0000,D,LAR04,CSLA Activity master,CSLA Activity master,LSTAR,
LAR05,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LAR05,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LAR05,A,0000,D,LAR05,CSLA Activity master,CSLA Activity master,LSTAR,
LAR05,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LAR06,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LAR06,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LAR06,A,0000,D,LAR06,CSLA Activity master,CSLA Activity master,LSTAR,
LAR06,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LARNT,A,0000,D,ANFKOKRS,CSLA Activity master,CSLA Activity master,KOKRS,
LARNT,A,0000,D,LARNT,CSLA Activity master,CSLA Activity master,LSTAR,
LARNT,A,0000,D,DATBI,CSLA Activity master,CSLA Activity master,DATBI,
LARNT,A,0000,D,MANDT,CSLA Activity master,CSLA Activity master,MANDT,
LIFNR,A,0000,D,MANDT,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),MANDT,
LIFNR,A,0000,D,LIFNR,LFA1 Vendor Master (General Section),LFA1 Vendor Master (General Section),LIFNR,
LOGRP,A,0000,D,WERKS,T421 Wage groups,T421 Wage groups,WERKS,
LOGRP,A,0000,D,LOGRP,T421 Wage groups,T421 Wage groups,LOGRP,
LOGRP,A,0000,D,MANDT,T421 Wage groups,T421 Wage groups,MANDT,
MANDT,A,0000,D,MANDT,T000 Clients,T000 Clients,MANDT,
MATKL,A,0000,D,MANDT,T023 Material Groups,T023 Material Groups,MANDT,
MATKL,A,0000,D,MATKL,T023 Material Groups,T023 Material Groups,MATKL,
MLSTN,A,0000,D,MANDT,T433 Milestone Indicator,T433 Milestone Indicator,MANDT,
MLSTN,A,0000,D,MLSTN,T433 Milestone Indicator,T433 Milestone Indicator,MLSTN,
NPRIO,A,0000,D,MANDT,TCN07 Priority,TCN07 Priority,MANDT,
NPRIO,A,0000,D,NPRIO,TCN07 Priority,TCN07 Priority,NPRIO,
OBJNR,A,0000,D,MANDT,ONR00 General Object Number,ONR00 General Object Number,MANDT,
OBJNR,A,0000,D,OBJNR,ONR00 General Object Number,ONR00 General Object Number,OBJNR,
OTYPE,A,0000,D,MANDT,T778O Object Types,T778O Object Types,MANDT,
OTYPE,A,0000,D,OTYPE,T778O Object Types,T778O Object Types,OTYPE,
OWAER,A,0000,D,MANDT,TCURC Currency Codes,TCURC Currency Codes,MANDT,
OWAER,A,0000,D,OWAER,TCURC Currency Codes,TCURC Currency Codes,WAERS,
PDEST,A,0000,D,PDEST,TSP03 Spool: Printer declaration,TSP03 Spool: Printer declaration,PADEST,
PHSEQ,A,0000,D,WERKS,TC52 Control Recipe Destinations,TC52 Control Recipe Destinations,WERKS,
PHSEQ,A,0000,D,PHSEQ,TC52 Control Recipe Destinations,TC52 Control Recipe Destinations,PHSEQ,
PHSEQ,A,0000,D,AFVC,TC52 Control Recipe Destinations,TC52 Control Recipe Destinations,MANDT,
PLNTY,A,0000,D,MANDT,TCA01 Task list types,TCA01 Task list types,MANDT,
PLNTY,A,0000,D,PLNTY,TCA01 Task list types,TCA01 Task list types,PLNTY,
PRCTR,A,0000,D,MANDT,CEPC Profit Center Master Data Table,CEPC Profit Center Master Data Table,MANDT,
PRCTR,A,0000,D,PRCTR,CEPC Profit Center Master Data Table,CEPC Profit Center Master Data Table,PRCTR,
PROJN,A,0000,D,MANDT,PRPS WBS (Work Breakdown Structure) Element Master Data,PRPS WBS (Work Breakdown Structure) Element Master Data,MANDT,
PROJN,A,0000,D,PROJN,PRPS WBS (Work Breakdown Structure) Element Master Data,PRPS WBS (Work Breakdown Structure) Element Master Data,PSPNR,
QLKAPAR,A,0000,D,MANDT,TC26 Capacity category,TC26 Capacity category,MANDT,
QLKAPAR,A,0000,D,QLKAPAR,TC26 Capacity category,TC26 Capacity category,KAPAR,
QPART,A,0000,D,MANDT,TQ30 Inspection types,TQ30 Inspection types,MANDT,
QPART,A,0000,D,QPART,TQ30 Inspection types,TQ30 Inspection types,ART,
QUALF,A,0000,D,MANDT,T423 Wage group qualification,T423 Wage group qualification,MANDT,
QUALF,A,0000,D,WERKS,T423 Wage group qualification,T423 Wage group qualification,WERKS,
QUALF,A,0000,D,QUALF,T423 Wage group qualification,T423 Wage group qualification,QUALF,
RASCH,A,0000,D,MANDT,T428 Setup Type Key,T428 Setup Type Key,MANDT,
RASCH,A,0000,D,WERKS,T428 Setup Type Key,T428 Setup Type Key,WERKS,
RASCH,A,0000,D,RASCH,T428 Setup Type Key,T428 Setup Type Key,RASCH,
RFGRP,A,0000,D,WERKS,T426 Setup group categories,T426 Setup group categories,WERKS,
RFGRP,A,0000,D,RFGRP,T426 Setup group categories,T426 Setup group categories,RFGRP,
RFGRP,A,0000,D,MANDT,T426 Setup group categories,T426 Setup group categories,MANDT,
RFIPPNT,A,0000,D,MANDT,TCNRPIP Reference point for relationship between IPPE & PS.,TCNRPIP Reference point for relationship between IPPE & PS.,MANDT,
RFIPPNT,A,0000,D,RFIPPNT,TCNRPIP Reference point for relationship between IPPE & PS.,TCNRPIP Reference point for relationship between IPPE & PS.,RFPNT,
RFPNT,A,0000,D,RFPNT,TCNRFP Reference Point for BOM transfer,TCNRFP Reference Point for BOM transfer,RFPNT,
RFPNT,A,0000,D,MANDT,TCNRFP Reference Point for BOM transfer,TCNRFP Reference Point for BOM transfer,MANDT,
RFSCH,A,0000,D,MANDT,T425 Setup group keys,T425 Setup group keys,MANDT,
RFSCH,A,0000,D,WERKS,T425 Setup group keys,T425 Setup group keys,WERKS,
RFSCH,A,0000,D,RFGRP,T425 Setup group keys,T425 Setup group keys,RFGRP,
RFSCH,A,0000,D,RFSCH,T425 Setup group keys,T425 Setup group keys,RFSCH,
RSTRA,A,0000,D,WERKS,T499Q Reduction strategies,T499Q Reduction strategies,WERKS,
RSTRA,A,0000,D,RSTRA,T499Q Reduction strategies,T499Q Reduction strategies,RSTRA,
RSTRA,A,0000,D,MANDT,T499Q Reduction strategies,T499Q Reduction strategies,MANDT,
SAKTO,A,0000,D,MANDT,CSKA Cost Elements (Data Dependent on Chart of Accounts),CSKA Cost Elements (Data Dependent on Chart of Accounts),MANDT,
SAKTO,A,0000,D,KTOPL,CSKA Cost Elements (Data Dependent on Chart of Accounts),CSKA Cost Elements (Data Dependent on Chart of Accounts),KTOPL,
SAKTO,A,0000,D,SAKTO,CSKA Cost Elements (Data Dependent on Chart of Accounts),CSKA Cost Elements (Data Dependent on Chart of Accounts),KSTAR,
SELKZ,A,0000,D,MANDT,TCK08 Indicator for Relevancy to Costing,TCK08 Indicator for Relevancy to Costing,MANDT,
SELKZ,A,0000,D,SELKZ,TCK08 Indicator for Relevancy to Costing,TCK08 Indicator for Relevancy to Costing,SELKZ,
STEUS,A,0000,D,MANDT,T430 Operation/Activity control key,T430 Operation/Activity control key,MANDT,
STEUS,A,0000,D,PLNAW,T430 Operation/Activity control key,T430 Operation/Activity control key,PLNAW,
STEUS,A,0000,D,STEUS,T430 Operation/Activity control key,T430 Operation/Activity control key,STEUS,
TXJCD,A,0000,D,MANDT,TTXJ Check Table for Tax Jurisdiction,TTXJ Check Table for Tax Jurisdiction,MANDT,
TXJCD,A,0000,D,KALSM,TTXJ Check Table for Tax Jurisdiction,TTXJ Check Table for Tax Jurisdiction,KALSM,
TXJCD,A,0000,D,TXJCD,TTXJ Check Table for Tax Jurisdiction,TTXJ Check Table for Tax Jurisdiction,TXJCD,
TXTSP,A,0000,D,TXTSP,T002 Language Keys (Component BC-I18),T002 Language Keys (Component BC-I18),SPRAS,
VERTL,A,0000,D,MANDT,TC29 Distribution key for capacity load,TC29 Distribution key for capacity load,MANDT,
VERTL,A,0000,D,VERTL,TC29 Distribution key for capacity load,TC29 Distribution key for capacity load,VERTL,
VGWTS,A,0000,D,MANDT,TC21 Standard value key,TC21 Standard value key,MANDT,
