MANDT,PERNR,ENDDA,BEGDA,SUBTY,ABESSION
100,00000816,20230314,20240929,0001,5.37
100,00000566,20220511,20240209,0004,1.56
100,00000663,20230412,20221222,0004,1.2
100,00001240,20240415,20220805,0004,1.96
100,00000272,20240410,20240505,0001,5.69
100,00001338,20241119,20220927,0002,5.77
100,00000410,20240422,20221123,0003,6.7
100,00001416,20220506,20240115,0003,5.97
100,00001652,20220205,20241210,0005,4.42
100,00000195,20240207,20220129,0004,5.09
100,00001785,20240212,20240726,0003,2.79
100,00001737,20240920,20231111,0005,1.07
100,00000363,20221219,20240727,0005,4.31
100,00000234,20220119,20221026,0002,4.21
100,00000104,20231202,20221009,0004,6.84
100,00000348,20231229,20230920,0001,5.4
100,00000515,20240622,20220511,0002,5.28
100,00001192,20230425,20220412,0003,5.79
100,00001259,20240629,20221019,0001,1.6
100,00000859,20220817,20240816,0003,3.84
100,00001707,20230224,20221129,0003,7.45
100,00000626,20240504,20240620,0002,5.81
100,00001236,20230528,20220712,0003,3.24
100,00001519,20220912,20240224,0003,7.11
100,00001191,20221206,20220423,0002,3.12
100,00000979,20240909,20221023,0004,4.26
100,00000580,20230625,20231127,0005,3.91
100,00001054,20231104,20220608,0003,7.88
100,00001983,20231014,20220519,0003,0.95
100,00000705,20220402,20241121,0003,1.7
100,00000682,20240402,20221214,0003,7.66
100,00001132,20230927,20221203,0001,5.28
100,00000292,20220520,20230730,0005,4.63
100,00000081,20240126,20230507,0001,5.58
100,00001032,20230904,20221209,0003,6.88
100,00001695,20230806,20230601,0002,5.69
100,00000886,20241227,20231221,0001,6.62
100,00001586,20221205,20220326,0003,7.98
100,00001206,20240628,20240421,0002,2.56
100,00000258,20220717,20220321,0005,5.53
100,00000736,20231219,20240429,0001,4.36
100,00000457,20240406,20231024,0005,1.85
100,00001775,20240709,20240724,0002,3.27
100,00001996,20230508,20220906,0001,6.89
100,00001835,20230420,20220131,0004,5.03
100,00001209,20220408,20220731,0005,2.91
100,00001960,20220416,20230107,0003,3.62
100,00001397,20240720,20240603,0005,2.57
100,00000045,20230621,20240321,0003,1.64
100,00000782,20240515,20220503,0001,3.33
100,00001485,20241115,20241101,0001,4.24
100,00001128,20221018,20241002,0004,4.54
100,00001238,20221215,20230507,0004,4.38
100,00000549,20240423,20240625,0005,2.1
100,00001023,20221214,20240629,0002,1.27
100,00001180,20221122,20221005,0004,4.57
100,00001580,20230520,20240225,0005,4.96
100,00001715,20241005,20220620,0003,1.51
100,00000395,20240225,20220326,0001,2.59
100,00001043,20240119,20230202,0005,4.84
100,00001722,20240425,20230421,0005,1.3
100,00001864,20220828,20240117,0004,2.82
100,00000003,20241110,20220726,0004,3.7
100,00000412,20240923,20230606,0002,4.67
100,00001227,20221230,20230128,0003,5.14
100,00001341,20230131,20230622,0005,1.0
100,00000230,20231118,20220421,0004,0.58
100,00000517,20230115,20240829,0005,7.9
100,00000135,20220323,20230622,0004,2.51
100,00000848,20240901,20220623,0001,3.37
100,00000420,20230522,20240807,0002,0.91
100,00001426,20220217,20231223,0002,4.65
100,00001423,20220514,20220412,0004,5.15
100,00000844,20230330,20230606,0004,2.6
100,00000206,20230127,20220215,0001,2.99
100,00001923,20221028,20240414,0001,7.94
100,00001468,20231223,20220511,0002,1.51
100,00000120,20230709,20220308,0001,2.46
100,00001869,20230809,20240530,0002,2.17
100,00000442,20230526,20221007,0004,6.77
100,00000075,20230427,20220424,0005,1.16
100,00000718,20240516,20240823,0005,2.09
100,00001566,20220617,20240122,0004,7.62
100,00000491,20230727,20220511,0004,4.76
100,00000948,20240823,20230407,0005,4.59
100,00000759,20220224,20230924,0003,2.97
100,00000974,20230928,20240706,0002,4.32
100,00000749,20230709,20240709,0005,6.35
100,00000134,20220318,20240329,0001,5.63
100,00001609,20230605,20241021,0004,0.6
100,00001631,20240629,20221222,0005,5.16
100,00001611,20220103,20231113,0002,4.66
100,00000510,20240328,20241002,0003,2.81
100,00001642,20221225,20231105,0001,7.12
100,00000215,20240823,20220407,0003,6.33
100,00001538,20230809,20240523,0002,0.93
100,00000670,20230107,20240701,0002,5.92
100,00000263,20240330,20220731,0002,2.04
100,00000677,20240815,20230125,0003,4.99
100,00001878,20230909,20220820,0001,3.31
100,00000132,20230210,20240420,0002,1.26
100,00001817,20221024,20220116,0001,7.2
100,00001542,20230629,20220928,0005,4.61
100,00001345,20220814,20230824,0001,5.0
100,00000299,20221003,20240520,0001,3.81
100,00000563,20221022,20220218,0003,1.71
100,00001466,20230117,20240620,0002,5.67
100,00000430,20230112,20230225,0002,7.59
100,00001328,20230225,20230920,0003,4.59
100,00001064,20240210,20220509,0004,3.26
100,00001543,20240918,20240226,0001,2.87
100,00001557,20230608,20231212,0005,7.94
100,00001323,20230907,20240521,0002,5.49
100,00001111,20230913,20220612,0002,2.43
100,00001705,20231011,20230803,0001,4.78
100,00001457,20230614,20230505,0002,4.22
100,00000007,20230913,20240731,0003,6.42
100,00000681,20230612,20230122,0005,3.57
100,00000602,20240107,20241230,0001,7.52
100,00001442,20230510,20231205,0001,4.22
100,00000927,20220708,20240312,0001,5.71
100,00001467,20221029,20231229,0002,2.27
100,00000444,20220927,20220222,0002,2.25
100,00000408,20230405,20240718,0001,3.73
100,00000394,20240406,20220726,0005,3.23
100,00000647,20220202,20240217,0004,3.8
100,00001640,20241121,20230128,0001,2.86
100,00001222,20221219,20230314,0005,1.82
100,00000140,20241125,20240524,0004,4.57
100,00000760,20220919,20241222,0004,7.4
100,00000393,20240827,20220712,0005,1.35
100,00000619,20220719,20240210,0003,1.63
100,00001645,20230723,20220529,0002,4.96
100,00000731,20220702,20230918,0003,4.44
100,00000541,20240930,20221114,0001,5.73
100,00001901,20230922,20230123,0005,2.91
100,00000293,20230314,20240409,0004,3.76
100,00000687,20230204,20221107,0001,4.55
100,00000418,20220418,20221124,0001,4.3
100,00001873,20240820,20240916,0002,0.96
100,00001050,20230611,20220903,0003,6.17
100,00000013,20230220,20240731,0002,1.85
100,00000974,20230118,20230707,0003,3.85
100,00001972,20220121,20220424,0003,7.37
100,00001254,20220904,20240426,0004,1.7
100,00000979,20230826,20241028,0005,3.9
100,00000018,20220607,20241124,0005,3.76
100,00001426,20231105,20221107,0005,6.49
100,00001243,20231202,20220717,0001,1.69
100,00000230,20240706,20221028,0001,4.38
100,00000106,20240416,20221218,0001,1.37
100,00000044,20230121,20230710,0004,1.95
100,00001261,20221221,20220207,0001,7.54
100,00000240,20221114,20240829,0005,4.93
100,00000643,20230728,20230409,0001,6.48
100,00000522,20220907,20240528,0003,2.61
100,00001786,20220317,20240808,0001,4.46
100,00001337,20230509,20221212,0003,5.32
100,00001462,20220717,20240724,0002,1.29
100,00000738,20240131,20240701,0005,1.47
100,00001946,20231210,20240706,0005,3.07
100,00000589,20230322,20240529,0002,3.23
100,00000676,20230914,20240728,0001,0.51
100,00000962,20221009,20230225,0003,2.6
100,00001180,20220525,20230908,0002,0.57
100,00001827,20220128,20230118,0003,2.31
100,00001967,20230116,20240119,0002,1.9
100,00000628,20230619,20230610,0002,3.22
100,00000865,20221217,20241009,0002,6.37
100,00001761,20230527,20230216,0001,2.12
100,00001509,20231110,20231106,0001,5.41
100,00001301,20230114,20230219,0002,0.7
100,00000523,20241004,20221112,0001,6.01
100,00001812,20241013,20230316,0003,2.71
100,00001525,20230210,20231113,0002,0.65
100,00001823,20230702,20231117,0002,3.51
100,00000116,20231123,20220210,0001,5.87
100,00001997,20221117,20241201,0003,4.06
100,00000361,20240814,20220826,0003,7.15
100,00001787,20230210,20230329,0001,1.32
100,00000547,20221213,20240220,0004,7.48
100,00000256,20221021,20220830,0005,7.64
100,00001866,20240923,20221005,0002,7.32
100,00001783,20221008,20230125,0002,0.93
100,00000020,20230401,20221124,0003,4.81
100,00000804,20230206,20241116,0005,1.31
100,00000663,20220513,20240729,0004,3.68
100,00000184,20220423,20220828,0004,0.63
100,00000564,20220127,20230110,0005,6.1
100,00001423,20220610,20230720,0005,0.68
100,00000231,20220116,20230530,0001,4.23
100,00001928,20240814,20230210,0005,1.68
100,00000570,20240713,20220214,0004,0.98
100,00000433,20230312,20220629,0004,4.19
100,00000675,20220521,20240722,0002,5.56
100,00001724,20240828,20220519,0004,4.81
100,00001412,20240221,20241210,0005,1.02
100,00001882,20240623,20221106,0004,1.64
100,00000878,20221215,20220405,0005,2.67
100,00000785,20241012,20220906,0004,1.6
100,00001908,20230405,20231020,0002,1.3
100,00001051,20221226,20230111,0004,7.29
100,00001358,20231204,20230324,0003,5.74
100,00001996,20221105,20240702,0003,2.9
100,00000853,20220729,20240220,0002,4.74
100,00000987,20221120,20220726,0004,0.69
100,00000126,20240603,20230619,0005,6.43
100,00001047,20230204,20240512,0005,3.52
100,00000643,20230418,20220226,0003,6.83
100,00000777,20240126,20230107,0002,1.76
100,00000394,20220808,20230701,0003,2.66
100,00000272,20241002,20241107,0003,7.09
100,00001568,20230323,20231228,0005,3.74
100,00000418,20220216,20240609,0001,4.5
100,00001688,20230320,20230721,0002,7.35
100,00000038,20240302,20240314,0003,4.45
100,00000426,20220104,20221223,0004,1.27
100,00001039,20240117,20220411,0002,6.11
100,00001550,20231022,20240225,0004,1.75
100,00001495,20221104,20230614,0001,5.66
100,00001530,20230916,20240403,0005,3.95
100,00000199,20240623,20230610,0001,6.43
100,00001959,20221218,20221211,0001,2.79
100,00000882,20230602,20220818,0005,4.13
100,00000579,20241218,20240208,0001,2.71
100,00001694,20231121,20230821,0005,5.45
100,00000235,20240918,20220502,0003,5.53
100,00001088,20220127,20231210,0004,4.85
100,00001146,20230709,20240512,0004,4.9
100,00000689,20220422,20220707,0005,6.77
100,00000361,20221102,20221014,0001,3.53
100,00000639,20230904,20240302,0003,4.34
100,00001303,20230208,20220519,0001,4.08
100,00001139,20220213,20230808,0005,2.5
100,00001725,20240505,20230425,0001,2.13
100,00001599,20220130,20240209,0005,1.4
100,00000865,20220210,20230426,0001,5.36
100,00000558,20220411,20230913,0003,1.33
100,00001783,20221202,20231122,0003,2.9
100,00001970,20220706,20230523,0004,0.75
100,00001986,20240522,20230312,0005,0.69
100,00000609,20231119,20241018,0005,6.29
100,00001822,20220131,20230826,0001,3.06
100,00000169,20240114,20221229,0002,7.28
100,00001424,20240302,20241204,0004,1.94
100,00001456,20240104,20220301,0004,2.66
100,00000012,20230609,20220930,0001,7.57
100,00000347,20221001,20230613,0002,5.91
100,00000153,20220603,20240425,0001,5.03
100,00000675,20230418,20241029,0004,1.77
100,00001959,20220915,20231219,0004,0.94
100,00000587,20230610,20231125,0001,3.74
100,00000889,20240210,20240721,0002,1.67
100,00001259,20230411,20240419,0005,5.12
100,00001017,20240130,20230204,0004,1.35
100,00001211,20240805,20220531,0002,0.88
100,00001259,20240321,20221204,0004,4.21
100,00000440,20230926,20230515,0001,7.3
100,00000856,20231113,20221215,0004,7.74
100,00001459,20230707,20230725,0005,3.19
100,00001874,20240813,20230520,0003,3.22
100,00000121,20240923,20220302,0005,1.83
100,00001773,20230301,20240209,0001,7.46
100,00001297,20220525,20221225,0004,1.34
100,00001606,20240627,20240314,0003,1.57
100,00000046,20241111,20240207,0003,7.97
100,00000907,20241016,20230901,0003,7.77
100,00000229,20220217,20230421,0001,7.65
100,00000316,20221108,20230924,0001,3.85
100,00000376,20241218,20230910,0003,3.64
100,00001392,20220604,20220213,0004,3.81
100,00001294,20220603,20240218,0003,1.01
100,00000491,20221124,20241121,0003,2.79
100,00000956,20220525,20240922,0005,3.93
100,00001625,20240110,20220306,0004,4.33
100,00001489,20240128,20220324,0005,3.0
100,00000665,20220412,20230612,0002,1.07
100,00000384,20230306,20221005,0005,5.49
100,00001757,20220606,20230116,0005,4.39
100,00001252,20230202,20230423,0005,3.28
100,00000971,20231223,20230916,0005,5.87
100,00000085,20240902,20240119,0002,3.12
100,00001891,20240818,20220723,0003,7.32
100,00000054,20220807,20230730,0003,7.7
100,00000562,20230407,20230620,0003,5.0
100,00000777,20221028,20230806,0003,4.14
100,00001190,20230101,20230414,0001,3.58
100,00000896,20221027,20221012,0003,7.02
100,00001553,20220508,20220425,0003,6.18
100,00001492,20230504,20230922,0003,7.63
100,00001816,20240304,20241110,0004,7.39
100,00001273,20240921,20220724,0003,5.06
100,00001056,20221203,20240520,0004,2.56
100,00001139,20241028,20240123,0003,5.01
100,00000643,20240506,20220605,0002,7.54
100,00000087,20220812,20221207,0003,5.96
100,00001290,20240706,20220807,0004,2.25
100,00000370,20231222,20240430,0003,5.8
100,00001232,20221023,20230830,0005,0.84
100,00000438,20241121,20220223,0003,7.96
100,00000293,20230926,20240902,0002,3.34
100,00001685,20220219,20220812,0001,1.81
100,00001084,20220208,20220812,0003,1.8
100,00000115,20241229,20230305,0002,6.61
100,00001459,20230722,20231027,0003,4.44
100,00000885,20220323,20220714,0001,5.85
100,00001147,20230805,20221120,0002,1.11
100,00001486,20240512,20230711,0002,6.8
100,00001299,20240611,20221212,0002,3.51
100,00000220,20240314,20220404,0004,7.32
100,00000663,20220911,20230428,0004,6.68
100,00000175,20240327,20241116,0002,5.46
100,00000455,20220415,20240122,0002,1.84
100,00000782,20230626,20221226,0002,1.79
100,00001964,20230810,20241021,0001,6.99
100,00001264,20231202,20230113,0001,7.06
100,00000695,20240317,20220707,0004,6.52
100,00001051,20221108,20230115,0004,1.03
100,00000985,20231222,20230722,0001,6.68
100,00001853,20231119,20230929,0003,6.72
100,00001917,20220103,20240419,0002,0.55
100,00001604,20221007,20241230,0005,1.41
100,00001405,20240713,20231027,0004,0.64
100,00001005,20240319,20220330,0002,6.52
100,00000249,20241112,20220204,0002,2.69
100,00001266,20240109,20220218,0004,7.74
100,00000753,20240422,20220513,0001,3.47
100,00000380,20220606,20220920,0004,2.2
100,00001519,20241125,20220706,0004,7.48
100,00001891,20230422,20221016,0002,4.31
100,00001446,20220121,20240430,0005,3.45
100,00001435,20241022,20230202,0004,5.44
100,00001712,20220817,20220812,0005,4.16
100,00000621,20221118,20230622,0005,6.87
100,00001627,20240425,20221209,0005,7.79
100,00001522,20240106,20240105,0002,3.47
100,00000188,20220107,20230301,0005,1.35
100,00000380,20220802,20231001,0002,1.51
100,00001516,20241205,20240319,0003,7.75
100,00001242,20241213,20220822,0005,6.06
100,00001615,20220108,20240107,0003,5.63
100,00000908,20230901,20230830,0003,3.38
