MANDT,AUFPL,APLZL,VORNR,ARBID,WERKS
100,0000000224,00000003,0030,00000003,0004
100,0000000224,00000004,0040,00000004,0004
100,0000000225,00000001,0010,00000001,0005
100,0000000225,00000002,0020,00000002,0005
100,0000000226,00000001,0010,00000001,0006
100,0000000226,00000002,0020,00000002,0006
100,0000000227,00000001,0010,00000001,0007
100,0000000227,00000002,0020,00000002,0007
100,0000000227,00000003,0030,00000003,0007
100,0000000227,00000004,0040,00000004,0007
100,0000000228,00000001,0010,00000001,0008
100,0000000228,00000002,0020,00000002,0008
100,0000000228,00000003,0030,00000003,0008
100,0000000229,00000001,0010,00000001,0009
100,0000000229,00000002,0020,00000002,0009
100,0000000229,00000003,0030,00000003,0009
100,0000000230,00000001,0010,00000001,0010
100,0000000230,00000002,0020,00000002,0010
100,0000000231,00000001,0010,00000001,0001
100,0000000231,00000002,0020,00000002,0001
100,0000000231,00000003,0030,00000003,0001
100,0000000231,00000004,0040,00000004,0001
100,0000000232,00000001,0010,00000001,0002
100,0000000232,00000002,0020,00000002,0002
100,0000000232,00000003,0030,00000003,0002
100,0000000232,00000004,0040,00000004,0002
100,0000000233,00000001,0010,00000001,0003
100,0000000233,00000002,0020,00000002,0003
100,0000000233,00000003,0030,00000003,0003
100,0000000234,00000001,0010,00000001,0004
100,0000000234,00000002,0020,00000002,0004
100,0000000234,00000003,0030,00000003,0004
100,0000000235,00000001,0010,00000001,0005
100,0000000235,00000002,0020,00000002,0005
100,0000000235,00000003,0030,00000003,0005
100,0000000236,00000001,0010,00000001,0006
100,0000000236,00000002,0020,00000002,0006
100,0000000237,00000001,0010,00000001,0007
100,0000000237,00000002,0020,00000002,0007
100,0000000237,00000003,0030,00000003,0007
100,0000000237,00000004,0040,00000004,0007
100,0000000238,00000001,0010,00000001,0008
100,0000000238,00000002,0020,00000002,0008
100,0000000238,00000003,0030,00000003,0008
100,0000000238,00000004,0040,00000004,0008
100,0000000239,00000001,0010,00000001,0009
100,0000000239,00000002,0020,00000002,0009
100,0000000239,00000003,0030,00000003,0009
100,0000000240,00000001,0010,00000001,0010
100,0000000240,00000002,0020,00000002,0010
100,0000000240,00000003,0030,00000003,0010
100,0000000240,00000004,0040,00000004,0010
100,0000000241,00000001,0010,00000001,0001
100,0000000241,00000002,0020,00000002,0001
100,0000000241,00000003,0030,00000003,0001
100,0000000242,00000001,0010,00000001,0002
100,0000000242,00000002,0020,00000002,0002
100,0000000242,00000003,0030,00000003,0002
100,0000000242,00000004,0040,00000004,0002
100,0000000243,00000001,0010,00000001,0003
100,0000000243,00000002,0020,00000002,0003
100,0000000243,00000003,0030,00000003,0003
100,0000000244,00000001,0010,00000001,0004
100,0000000244,00000002,0020,00000002,0004
100,0000000245,00000001,0010,00000001,0005
100,0000000245,00000002,0020,00000002,0005
100,0000000245,00000003,0030,00000003,0005
100,0000000246,00000001,0010,00000001,0006
100,0000000246,00000002,0020,00000002,0006
100,0000000246,00000003,0030,00000003,0006
100,0000000247,00000001,0010,00000001,0007
100,0000000247,00000002,0020,00000002,0007
100,0000000247,00000003,0030,00000003,0007
100,0000000248,00000001,0010,00000001,0008
100,0000000248,00000002,0020,00000002,0008
100,0000000249,00000001,0010,00000001,0009
100,0000000249,00000002,0020,00000002,0009
100,0000000250,00000001,0010,00000001,0010
100,0000000250,00000002,0020,00000002,0010
100,0000000250,00000003,0030,00000003,0010
100,0000000250,00000004,0040,00000004,0010
100,0000000251,00000001,0010,00000001,0001
100,0000000251,00000002,0020,00000002,0001
100,0000000252,00000001,0010,00000001,0002
100,0000000252,00000002,0020,00000002,0002
100,0000000252,00000003,0030,00000003,0002
100,0000000252,00000004,0040,00000004,0002
100,0000000253,00000001,0010,00000001,0003
100,0000000253,00000002,0020,00000002,0003
100,0000000253,00000003,0030,00000003,0003
100,0000000254,00000001,0010,00000001,0004
100,0000000254,00000002,0020,00000002,0004
100,0000000255,00000001,0010,00000001,0005
100,0000000255,00000002,0020,00000002,0005
100,0000000255,00000003,0030,00000003,0005
100,0000000255,00000004,0040,00000004,0005
100,0000000256,00000001,0010,00000001,0006
100,0000000256,00000002,0020,00000002,0006
100,0000000256,00000003,0030,00000003,0006
100,0000000256,00000004,0040,00000004,0006
100,0000000257,00000001,0010,00000001,0007
100,0000000257,00000002,0020,00000002,0007
100,0000000257,00000003,0030,00000003,0007
100,0000000258,00000001,0010,00000001,0008
100,0000000258,00000002,0020,00000002,0008
100,0000000258,00000003,0030,00000003,0008
100,0000000258,00000004,0040,00000004,0008
100,0000000259,00000001,0010,00000001,0009
100,0000000259,00000002,0020,00000002,0009
100,0000000259,00000003,0030,00000003,0009
100,0000000259,00000004,0040,00000004,0009
100,0000000260,00000001,0010,00000001,0010
100,0000000260,00000002,0020,00000002,0010
100,0000000260,00000003,0030,00000003,0010
100,0000000260,00000004,0040,00000004,0010
100,0000000261,00000001,0010,00000001,0001
100,0000000261,00000002,0020,00000002,0001
100,0000000262,00000001,0010,00000001,0002
100,0000000262,00000002,0020,00000002,0002
100,0000000263,00000001,0010,00000001,0003
100,0000000263,00000002,0020,00000002,0003
100,0000000264,00000001,0010,00000001,0004
100,0000000264,00000002,0020,00000002,0004
100,0000000264,00000003,0030,00000003,0004
100,0000000264,00000004,0040,00000004,0004
100,0000000265,00000001,0010,00000001,0005
100,0000000265,00000002,0020,00000002,0005
100,0000000266,00000001,0010,00000001,0006
100,0000000266,00000002,0020,00000002,0006
100,0000000266,00000003,0030,00000003,0006
100,0000000266,00000004,0040,00000004,0006
100,0000000267,00000001,0010,00000001,0007
100,0000000267,00000002,0020,00000002,0007
100,0000000267,00000003,0030,00000003,0007
100,0000000268,00000001,0010,00000001,0008
100,0000000268,00000002,0020,00000002,0008
100,0000000268,00000003,0030,00000003,0008
100,0000000268,00000004,0040,00000004,0008
100,0000000269,00000001,0010,00000001,0009
100,0000000269,00000002,0020,00000002,0009
100,0000000270,00000001,0010,00000001,0010
100,0000000270,00000002,0020,00000002,0010
100,0000000270,00000003,0030,00000003,0010
100,0000000270,00000004,0040,00000004,0010
100,0000000271,00000001,0010,00000001,0001
100,0000000271,00000002,0020,00000002,0001
100,0000000271,00000003,0030,00000003,0001
100,0000000272,00000001,0010,00000001,0002
100,0000000272,00000002,0020,00000002,0002
100,0000000272,00000003,0030,00000003,0002
100,0000000273,00000001,0010,00000001,0003
100,0000000273,00000002,0020,00000002,0003
100,0000000273,00000003,0030,00000003,0003
100,0000000274,00000001,0010,00000001,0004
100,0000000274,00000002,0020,00000002,0004
100,0000000274,00000003,0030,00000003,0004
100,0000000274,00000004,0040,00000004,0004
100,0000000275,00000001,0010,00000001,0005
100,0000000275,00000002,0020,00000002,0005
100,0000000276,00000001,0010,00000001,0006
100,0000000276,00000002,0020,00000002,0006
100,0000000276,00000003,0030,00000003,0006
100,0000000276,00000004,0040,00000004,0006
100,0000000277,00000001,0010,00000001,0007
100,0000000277,00000002,0020,00000002,0007
100,0000000277,00000003,0030,00000003,0007
100,0000000277,00000004,0040,00000004,0007
100,0000000278,00000001,0010,00000001,0008
100,0000000278,00000002,0020,00000002,0008
100,0000000278,00000003,0030,00000003,0008
100,0000000279,00000001,0010,00000001,0009
100,0000000279,00000002,0020,00000002,0009
100,0000000280,00000001,0010,00000001,0010
100,0000000280,00000002,0020,00000002,0010
100,0000000281,00000001,0010,00000001,0001
100,0000000281,00000002,0020,00000002,0001
100,0000000281,00000003,0030,00000003,0001
100,0000000282,00000001,0010,00000001,0002
100,0000000282,00000002,0020,00000002,0002
100,0000000282,00000003,0030,00000003,0002
100,0000000282,00000004,0040,00000004,0002
100,0000000283,00000001,0010,00000001,0003
100,0000000283,00000002,0020,00000002,0003
100,0000000283,00000003,0030,00000003,0003
100,0000000283,00000004,0040,00000004,0003
100,0000000284,00000001,0010,00000001,0004
100,0000000284,00000002,0020,00000002,0004
100,0000000285,00000001,0010,00000001,0005
100,0000000285,00000002,0020,00000002,0005
100,0000000286,00000001,0010,00000001,0006
100,0000000286,00000002,0020,00000002,0006
100,0000000287,00000001,0010,00000001,0007
100,0000000287,00000002,0020,00000002,0007
100,0000000287,00000003,0030,00000003,0007
100,0000000287,00000004,0040,00000004,0007
100,0000000288,00000001,0010,00000001,0008
100,0000000288,00000002,0020,00000002,0008
100,0000000289,00000001,0010,00000001,0009
100,0000000289,00000002,0020,00000002,0009
100,0000000289,00000003,0030,00000003,0009
100,0000000289,00000004,0040,00000004,0009
100,0000000290,00000001,0010,00000001,0010
100,0000000290,00000002,0020,00000002,0010
100,0000000290,00000003,0030,00000003,0010
100,0000000290,00000004,0040,00000004,0010
100,0000000291,00000001,0010,00000001,0001
100,0000000291,00000002,0020,00000002,0001
100,0000000292,00000001,0010,00000001,0002
100,0000000292,00000002,0020,00000002,0002
100,0000000292,00000003,0030,00000003,0002
100,0000000293,00000001,0010,00000001,0003
100,0000000293,00000002,0020,00000002,0003
100,0000000293,00000003,0030,00000003,0003
100,0000000294,00000001,0010,00000001,0004
100,0000000294,00000002,0020,00000002,0004
100,0000000294,00000003,0030,00000003,0004
100,0000000295,00000001,0010,00000001,0005
100,0000000295,00000002,0020,00000002,0005
100,0000000295,00000003,0030,00000003,0005
100,0000000296,00000001,0010,00000001,0006
100,0000000296,00000002,0020,00000002,0006
100,0000000297,00000001,0010,00000001,0007
100,0000000297,00000002,0020,00000002,0007
100,0000000297,00000003,0030,00000003,0007
100,0000000298,00000001,0010,00000001,0008
100,0000000298,00000002,0020,00000002,0008
100,0000000298,00000003,0030,00000003,0008
100,0000000298,00000004,0040,00000004,0008
100,0000000299,00000001,0010,00000001,0009
100,0000000299,00000002,0020,00000002,0009
100,0000000299,00000003,0030,00000003,0009
100,0000000299,00000004,0040,00000004,0009
100,0000000300,00000001,0010,00000001,0010
100,0000000300,00000002,0020,00000002,0010
100,0000000300,00000003,0030,00000003,0010
100,0000000301,00000001,0010,00000001,0001
100,0000000301,00000002,0020,00000002,0001
100,0000000301,00000003,0030,00000003,0001
100,0000000302,00000001,0010,00000001,0002
100,0000000302,00000002,0020,00000002,0002
100,0000000303,00000001,0010,00000001,0003
100,0000000303,00000002,0020,00000002,0003
100,0000000303,00000003,0030,00000003,0003
100,0000000303,00000004,0040,00000004,0003
100,0000000304,00000001,0010,00000001,0004
100,0000000304,00000002,0020,00000002,0004
100,0000000304,00000003,0030,00000003,0004
100,0000000304,00000004,0040,00000004,0004
100,0000000305,00000001,0010,00000001,0005
100,0000000305,00000002,0020,00000002,0005
100,0000000305,00000003,0030,00000003,0005
100,0000000306,00000001,0010,00000001,0006
100,0000000306,00000002,0020,00000002,0006
100,0000000307,00000001,0010,00000001,0007
100,0000000307,00000002,0020,00000002,0007
100,0000000307,00000003,0030,00000003,0007
100,0000000308,00000001,0010,00000001,0008
100,0000000308,00000002,0020,00000002,0008
100,0000000309,00000001,0010,00000001,0009
100,0000000309,00000002,0020,00000002,0009
100,0000000309,00000003,0030,00000003,0009
100,0000000310,00000001,0010,00000001,0010
100,0000000310,00000002,0020,00000002,0010
100,0000000310,00000003,0030,00000003,0010
100,0000000311,00000001,0010,00000001,0001
100,0000000311,00000002,0020,00000002,0001
100,0000000312,00000001,0010,00000001,0002
100,0000000312,00000002,0020,00000002,0002
100,0000000312,00000003,0030,00000003,0002
100,0000000312,00000004,0040,00000004,0002
100,0000000313,00000001,0010,00000001,0003
100,0000000313,00000002,0020,00000002,0003
100,0000000313,00000003,0030,00000003,0003
100,0000000313,00000004,0040,00000004,0003
100,0000000314,00000001,0010,00000001,0004
100,0000000314,00000002,0020,00000002,0004
100,0000000314,00000003,0030,00000003,0004
100,0000000314,00000004,0040,00000004,0004
100,0000000315,00000001,0010,00000001,0005
100,0000000315,00000002,0020,00000002,0005
100,0000000315,00000003,0030,00000003,0005
100,0000000315,00000004,0040,00000004,0005
100,0000000316,00000001,0010,00000001,0006
100,0000000316,00000002,0020,00000002,0006
100,0000000316,00000003,0030,00000003,0006
100,0000000316,00000004,0040,00000004,0006
100,0000000317,00000001,0010,00000001,0007
100,0000000317,00000002,0020,00000002,0007
100,0000000317,00000003,0030,00000003,0007
100,0000000318,00000001,0010,00000001,0008
100,0000000318,00000002,0020,00000002,0008
100,0000000318,00000003,0030,00000003,0008
100,0000000318,00000004,0040,00000004,0008
100,0000000319,00000001,0010,00000001,0009
100,0000000319,00000002,0020,00000002,0009
100,0000000319,00000003,0030,00000003,0009
100,0000000320,00000001,0010,00000001,0010
100,0000000320,00000002,0020,00000002,0010
100,0000000321,00000001,0010,00000001,0001
100,0000000321,00000002,0020,00000002,0001
100,0000000321,00000003,0030,00000003,0001
100,0000000321,00000004,0040,00000004,0001
100,0000000322,00000001,0010,00000001,0002
100,0000000322,00000002,0020,00000002,0002
100,0000000323,00000001,0010,00000001,0003
100,0000000323,00000002,0020,00000002,0003
100,0000000324,00000001,0010,00000001,0004
100,0000000324,00000002,0020,00000002,0004
100,0000000325,00000001,0010,00000001,0005
100,0000000325,00000002,0020,00000002,0005
100,0000000326,00000001,0010,00000001,0006
100,0000000326,00000002,0020,00000002,0006
100,0000000326,00000003,0030,00000003,0006
100,0000000326,00000004,0040,00000004,0006
100,0000000327,00000001,0010,00000001,0007
100,0000000327,00000002,0020,00000002,0007
100,0000000327,00000003,0030,00000003,0007
100,0000000328,00000001,0010,00000001,0008
100,0000000328,00000002,0020,00000002,0008
100,0000000329,00000001,0010,00000001,0009
100,0000000329,00000002,0020,00000002,0009
100,0000000329,00000003,0030,00000003,0009
100,0000000329,00000004,0040,00000004,0009
100,0000000330,00000001,0010,00000001,0010
100,0000000330,00000002,0020,00000002,0010
100,0000000330,00000003,0030,00000003,0010
100,0000000331,00000001,0010,00000001,0001
100,0000000331,00000002,0020,00000002,0001
100,0000000331,00000003,0030,00000003,0001
100,0000000332,00000001,0010,00000001,0002
100,0000000332,00000002,0020,00000002,0002
100,0000000332,00000003,0030,00000003,0002
100,0000000333,00000001,0010,00000001,0003
100,0000000333,00000002,0020,00000002,0003
100,0000000334,00000001,0010,00000001,0004
100,0000000334,00000002,0020,00000002,0004
100,0000000334,00000003,0030,00000003,0004
100,0000000334,00000004,0040,00000004,0004
100,0000000335,00000001,0010,00000001,0005
100,0000000335,00000002,0020,00000002,0005
100,0000000335,00000003,0030,00000003,0005
100,0000000335,00000004,0040,00000004,0005
100,0000000336,00000001,0010,00000001,0006
100,0000000336,00000002,0020,00000002,0006
100,0000000337,00000001,0010,00000001,0007
100,0000000337,00000002,0020,00000002,0007
100,0000000338,00000001,0010,00000001,0008
100,0000000338,00000002,0020,00000002,0008
100,0000000338,00000003,0030,00000003,0008
100,0000000338,00000004,0040,00000004,0008
100,0000000339,00000001,0010,00000001,0009
100,0000000339,00000002,0020,00000002,0009
100,0000000339,00000003,0030,00000003,0009
100,0000000340,00000001,0010,00000001,0010
100,0000000340,00000002,0020,00000002,0010
100,0000000341,00000001,0010,00000001,0001
100,0000000341,00000002,0020,00000002,0001
100,0000000342,00000001,0010,00000001,0002
100,0000000342,00000002,0020,00000002,0002
